segmentnrs	original	stemmed
T06D4064:154A-20	gnyen po dang mi mthun pa'i phyogs gnyis cig car du med pas 'jig rten las 'das pa'i lam na de 'gag go //	gnyen po dang mi mthun ba phyogs gnyis cig car du med ba mang rten las mang ba lam na de mang go 
T06D4064:154A-21	de las langs nas yang kun gzhi rnam par shes pa nyid las 'byung ngo //	de las ldang nas yang kun gzhi rnam ba shes ba nyid las mang ngo 
T06D4064:154A-22	'di ni gyur ba nyid pa'o //	mang ni gyur ba nyid ba 
T06D4064:154A-23	zhes bstan pa bshad zin to //	zhes ston ba 'chad zin to 
T06D4064:154A-24	zhes mjug sdud pa'o //	zhes mjug sdud ba 
T06D4064:154A-25	gyur pa gnyis pa'i 'og tu gyur ba gsum pa brjod dgos pas /	gyur ba gnyis ba mang tu gyur ba gsum ba rjod dgos ba 
T06D4064:154A-26	gsum pa yul rnam drug po la //	gsum ba yul rnam drug po la 
T06D4064:154A-27	dmigs pa gang yin de dag ste //	dmigs ba gang yin de 'dag ste 
T06D4064:154A-28	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:154B-0	gsum @154b pa ni rnam par shes pa gyur pa zhes bya ba'i tshig gi lhag ma'o //	gsum ba ni rnam ba shes ba gyur ba zhes byed ba tshig gi lhag ma 
T06D4064:154B-1	rnam drug ces bya ba ni rnam pa drug ste /	rnam drug ces byed ba ni rnam ba drug ste 
T06D4064:154B-2	gzugs dang /	gzugs dang 
T06D4064:154B-3	sgra dang /	sgra dang 
T06D4064:154B-4	dri dang /	'dri dang 
T06D4064:154B-5	ro dang /	ro dang 
T06D4064:154B-6	reg bya dang /	reg byed dang 
