segmentnrs	original	stemmed
T06D4064:149A-10	shes pa dang brjod pa ma gtogs par don gyi dngos kyi rang gi ngo bo yongs su gcod pa'i thabs gzhan med pas de'i phyir gtso bo'i rang gi ngo bo'i yul la shes pa dang brjod pa med pas don gyi dngos po med par khong du chud par bya'o //	shes ba dang rjod ba ma gtogs ba don gyi dngos kyi rang gi ngo 'bo yongs su gcod ba thabs gzhan med ba de phyir gtso 'bo rang gi ngo 'bo yul la shes ba dang rjod ba med ba don gyi dngos po med ba khong du chud ba byed 
T06D4064:149A-11	de bzhin du sgra'i bar du 'brel ba med par shes pa dang /	de bzhin du sgra ba du mang ba med ba shes ba dang 
T06D4064:149A-12	brjod pa med pa yang med do //	rjod ba med ba yang med do 
T06D4064:149A-13	de ltar na brjod ba dang brjod par bya ba med pas don gyi dngos po med do //	de ltar na rjod ba dang rjod ba byed ba med ba don gyi dngos po med do 
T06D4064:149A-14	yang 'di dag thams cad ni btags pa nyid de dngos ni med do //	yang mang 'dag thams cad ni 'dogs ba nyid de dngos ni med do 
T06D4064:149A-15	btags pa zhes bya ba ni gang med pa'i tshul gyis 'jug pa ste /	'dogs ba zhes byed ba ni gang med ba tshul gyis mang ba ste 
T06D4064:149A-16	sgra thams cad kyang gtso bo la med par btags pa'i ngo bos 'jug go //	sgra thams cad kyang gtso 'bo la med ba 'dogs ba ngo 'bod mang go 
T06D4064:149A-17	de bas na dngos po med pa nyid de /	de ba na dngos po med ba nyid de 
T06D4064:149A-18	de la bdag dang chos su med na nye bar 'dogs pa mi rigs so zhes smras pa gang yin pa de mi rigs so //	de la bdag dang chos su med na nye ba mang ba mi rigs so zhes smras ba gang yin ba de mi rigs so 
T06D4064:149A-19	rnam par shes pa gyur pa rab tu dbye ba yod pa mi shes te /	rnam ba shes ba gyur ba rab tu 'byed ba yod ba mi shes te 
T06D4064:149A-20	de bas na de'i dbye ba rab tu bstan pa'i phyir gyur pa de yang rnam gsum ste zhes bya ba smos so //	de ba na de 'byed ba rab tu ston ba phyir gyur ba de yang rnam gsum ste zhes byed ba smos so 
T06D4064:149A-21	gang la bdag nye bar 'dogs pa dang /	gang la bdag nye ba mang ba dang 
T06D4064:149A-22	chos nye bar 'dogs pa de yang rgyu'i dngos po dang 'bras bu'i dngos pos tha dad pa'o //	chos nye ba mang ba de yang rgyu dngos po dang mang bu dngos pos tha dad ba 
T06D4064:149A-23	de la rgyur 'gyur ba ni kun gzhi rnam par shes pa la rnam par smin pa dang rgyu mthun pa'i bag chags rgyas pa gang yin pa'o //	de la rgyur mang ba ni kun gzhi rnam ba shes ba la rnam ba smin ba dang rgyu mthun ba bag chags rgya ba gang yin ba 
T06D4064:149A-24	'bras bur gyur pa ni sngon gyi las kyis 'phangs pa yongs su rdzogs la /	mang bur gyur ba ni sngon gyi las kyis mang ba yongs su rdzogs la 
T06D4064:149A-25	rnam par smin pa'i bag chags 'byung ba rnyed nas ris mthun pa gzhan dag tu kun gzhi rnam par shes pa mngon par 'grub pa gang yin pa dang /	rnam ba smin ba bag chags mang ba rnyed nas ris mthun ba gzhan 'dag tu kun gzhi rnam ba shes ba mngon ba mang ba gang yin ba dang 
T06D4064:149B-0	rgyu mthun pa'i bag chags 'byung ba rnyed nas 'jug pa'i rnam par shes pa dang nyon mongs pa can gyi yid @149b kun gzhi'i rnam par shes pa las mngon par 'grub pa gang yin pa'o //	rgyu mthun ba bag chags mang ba rnyed nas mang ba rnam ba shes ba dang nyon mongs ba can gyi yid kun gzhi rnam ba shes ba las mngon ba mang ba gang yin ba 
T06D4064:149B-1	de la 'jug pa'i rnam par shes pa dge ba dang mi dge ba ni kun gzhi rnam par shes pa la rnam par smin pa'i bag chags dang rgyu mthun pa'i bag chags skyed do //	de la mang ba rnam ba shes ba dge ba dang mi dge ba ni kun gzhi rnam ba shes ba la rnam ba smin ba bag chags dang rgyu mthun ba bag chags skyed do 
T06D4064:149B-2	lung du ma bstan pa dang /	lung du ma ston ba dang 
T06D4064:149B-3	nyon mongs pa can gyi yid ni rgyu mthun pa'i bag chags nyid skyed do //	nyon mongs ba can gyi yid ni rgyu mthun ba bag chags nyid skyed do 
T06D4064:149B-4	gyur pa rnam pa gsum bshad pa gang yin pa de yang mi shes nas /	gyur ba rnam ba gsum 'chad ba gang yin ba de yang mi shes nas 
T06D4064:149B-5	de bas na de'i rab tu dbye ba bstan pa'i phyir ro //	de ba na de rab tu 'byed ba ston ba phyir ro 
T06D4064:149B-6	rnam par smin dang ngar sems dang //	rnam ba smin dang ngar sems dang 
T06D4064:149B-7	yul la rnam par rig pa'o //	yul la rnam ba rig ba 
T06D4064:149B-8	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:149B-9	gyur pa rnam pa gsum po de dag ni rnam par smin pa zhes bya ba dang /	gyur ba rnam ba gsum po de 'dag ni rnam ba smin ba zhes byed ba dang 
T06D4064:149B-10	ngar sems pa zhes bya ba dang /	ngar sems ba zhes byed ba dang 
T06D4064:149B-11	yul la rnam par rig pa zhes bya'o //	yul la rnam ba rig ba zhes byed 
T06D4064:149B-12	de la las dge ba dang mi dge ba'i bag chags yongs su smin pa'i dbang gis ji ltar 'phangs pa'i 'bras bu mngon par 'grub pa ni rnam par smin pa'o //	de la las dge ba dang mi dge ba bag chags yongs su smin ba dbang gis ji ltar mang ba mang bu mngon ba mang ba ni rnam ba smin ba 
T06D4064:149B-13	nyon mongs pa can gyi yid ni rtag tu ngar sems pa'i bdag nyid yin pas ngar sems pa'o //	nyon mongs ba can gyi yid ni rtag tu ngar sems ba bdag nyid yin ba ngar sems ba 
T06D4064:149B-14	gzugs la sogs pa yul so sor snang bas mig la sogs pa'i rnam par shes pa rnam pa drug ni yul la rnam par rig par bya'o //	gzugs la sogs ba yul so sor snang ba mig la sogs ba rnam ba shes ba rnam ba drug ni yul la rnam ba rig ba byed 
T06D4064:149B-15	de'i rang gi ngo bo bshad pa med par de mi rtogs pas de bas na rang gi ngo bo gang yin pa de rim pa bzhin du rab tu bstan pa'i phyir /	de rang gi ngo 'bo 'chad ba med ba de mi rtogs ba de ba na rang gi ngo 'bo gang yin ba de rim ba bzhin du rab tu ston ba phyir 
T06D4064:149B-16	de la kun gzhi rnam shes ni //	de la kun gzhi rnam shes ni 
T06D4064:149B-17	rnam smin sa bon thams cad pa //	rnam smin sa bon thams cad ba 
T06D4064:149B-18	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:149B-19	de la zhes bya ba ni gang gyur pa rnam pa gsum bshad ma thag pa la bya'o //	de la zhes byed ba ni gang gyur ba rnam ba gsum 'chad ma thag ba la byed 
T06D4064:149B-20	kun gzhi zhes bya ba ni kun gzhi rnam par shes pa la bya'o //	kun gzhi zhes byed ba ni kun gzhi rnam ba shes ba la byed 
T06D4064:149B-21	rnam par shes pa gang yin pa de rnam par smin par gyur pa'o //	rnam ba shes ba gang yin ba de rnam ba smin ba gyur ba 
T06D4064:149B-22	de kun nas nyon mongs pa'i chos thams cad kyi sa bon gyi gnas yin pas kun gzhi ste /	de kun nas nyon mongs ba chos thams cad kyi sa bon gyi gnas yin ba kun gzhi ste 
T06D4064:149B-23	kun gzhi dang rten zhes bya ba ni rnam grangs su gtogs pa'o //	kun gzhi dang rten zhes byed ba ni rnam grangs su gtogs ba 
T06D4064:149B-24	yang na de la chos thams cad 'bras bu'i dngos por 'jug cing 'brel ba'am de chos thams cad la rgyu'i dngos por 'jug cing 'brel bas kun gzhi'o //	yang na de la chos thams cad mang bu dngos por mang cing mang ba de chos thams cad la rgyu dngos por mang cing mang ba kun gzhi 
T06D4064:149B-25	rnam par shes par byed pas rnam par shes pa'o //	rnam ba shes ba byed ba rnam ba shes ba 
T06D4064:149B-26	khams dang /	khams dang 
T06D4064:149B-27	'gro ba dang /	mang ba dang 
T06D4064:149B-28	skye gnas dang /	skye gnas dang 
T06D4064:149B-29	rigs thams cad du las dge ba dang mi dge ba'i rnam bar smin pas rnam par smin pa'o //	rigs thams cad du las dge ba dang mi dge ba rnam ba smin ba rnam ba smin ba 
T06D4064:150A-0	chos thams cad kyi sa bon @150a * //	chos thams cad kyi sa bon 
T06D4064:150A-1	gyi gnas yin pas sa bon thams cad pa'o //	gyi gnas yin ba sa bon thams cad ba 
T06D4064:150A-2	gal te 'jug pa'i rnam par shes pa las gud na kun gzhi rnam par shes pa yod na go ba de'i phyir dmigs pa dang rnam pa yang brjod dgos te /	gal te mang ba rnam ba shes ba las 'gud na kun gzhi rnam ba shes ba yod na go ba de phyir dmigs ba dang rnam ba yang rjod dgos te 
T06D4064:150A-3	dmigs pa med pa dang /	dmigs ba med ba dang 
T06D4064:150A-4	rnam pa med pa'i rnam par shes pa ni mi rung ngo //	rnam ba med ba rnam ba shes ba ni mi rung ngo 
