segmentnrs	original	stemmed
T06D4064:154B-26	kun du 'gro ba la sogs pa gang bstan pa de dag mi shes te /	kun du mang ba la sogs ba gang ston ba de 'dag mi shes te 
T06D4064:154B-27	de bas na de rab tu bstan pa'i phyir /	de ba na de rab tu ston ba phyir 
T06D4064:154B-28	dang bo'i reg la sogs pa dang zhes bya ba smos so //	dang 'bo reg la sogs ba dang zhes byed ba smos so 
T06D4064:154B-29	thog mar bshad pas dang po ste //	thogs mar 'chad ba dang po ste 
T06D4064:154B-30	'di ltar kun du 'gro ba dang //	mang ltar kun du mang ba dang 
T06D4064:154B-31	rtag tu reg dang yid byed dang //	rtag tu reg dang yid byed dang 
T06D4064:154B-32	reg dang 'du shes sems par ldan //	reg dang mang shes sems ba ldan 
T06D4064:154B-33	zhes bya ba thog ma nyid du bshad pa'o //	zhes byed ba thogs ma nyid du 'chad ba 
T06D4064:154B-34	de dag gi dang po ni reg pa yin pas reg pa la sogs pa'o //	de 'dag gi dang po ni reg ba yin ba reg ba la sogs ba 
T06D4064:154B-35	reg pa dang yid la byed pa la sogs pa chos lnga po de dag ni sems thams cad kyi rjes su 'gro bas kun du 'gro ba dag go //	reg ba dang yid la byed ba la sogs ba chos lnga po de 'dag ni sems thams cad kyi rjes su mang ba kun du mang ba 'dag go 
T06D4064:154B-36	'di ltar de dag ni kun gzhi rnam par shes pa dang /	mang ltar de 'dag ni kun gzhi rnam ba shes ba dang 
T06D4064:154B-37	nyon mongs pa can gyi yid dang /	nyon mongs ba can gyi yid dang 
T06D4064:154B-38	'jug pa'i rnam par shes pa rnams la bye brag med par 'byung ngo //	mang ba rnam ba shes ba rnams la 'bye brag med ba mang ngo 
T06D4064:154B-39	bye brag tu nges pa'i dbang du byas nas /	'bye brag tu nges ba dbang du byed nas 
T06D4064:154B-40	'dun mos dran dang bcas pa dang //	mang mos dran dang 'cha' ba dang 
T06D4064:154B-41	ting nge 'dzin blo bye brag nges //	ting nge mang blo 'bye brag nges 
T06D4064:154B-42	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:154B-43	bye brag can la nges pas bye brag tu nges pa ste /	'bye brag can la nges ba 'bye brag tu nges ba ste 
T06D4064:155A-0	@155a * //	
T06D4064:155A-1	de dag gi yul ni bye brag can nyid yin gyi thams cad ni ma yin no //	de 'dag gi yul ni 'bye brag can nyid yin gyi thams cad ni ma yin no 
T06D4064:155A-2	de la 'dun pa ni bsams pa'i dngos po la 'dod pa ste /	de la mang ba ni bsams ba dngos po la mang ba ste 
T06D4064:155A-3	ma bsams pa la 'dun pa med pa'i phyir yul so sor nges pa nyid du bstan pa yin no //	ma bsams ba la mang ba med ba phyir yul so sor nges ba nyid du ston ba yin no 
T06D4064:155A-4	blta ba dang mnyan par bya ba la sogs pa'i yul bsams pa'i dngos po gang yin pa de ni bsams pa'o //	lta ba dang nyan ba byed ba la sogs ba yul bsams ba dngos po gang yin ba de ni bsams ba 
T06D4064:155A-5	de la mthong ba dang thos ba la sogs par smon pa ni 'dun pa ste /	de la mthong ba dang thos ba la sogs ba smon ba ni mang ba ste 
T06D4064:155A-6	da ni brtson 'grus rtsom pa'i rten byed pa'i las can no //	da ni brtson mang rtsom ba rten byed ba las can no 
T06D4064:155A-7	mos pa ni nges pa'i dngos po la de bzhin du nges par 'dzin pa'o //	mos ba ni nges ba dngos po la de bzhin du nges ba mang ba 
T06D4064:155A-8	nges par smos pa ni nges pa ma yin pa dgag pa'i phyir te /	nges ba smos ba ni nges ba ma yin ba 'gog ba phyir te 
T06D4064:155A-9	rigs pa'am yid ches pa'i lung gi dngos po la the tshom med pa gang yin pa de nges pa ste /	rigs ba yid ches ba lung gi dngos po la the tshom med ba gang yin ba de nges ba ste 
T06D4064:155A-10	mi rtag pa dang sdug bsngal ba la sogs pa'i rnam pa gang gis rnam par nges pa'i rnam pa de nyid kyis dngos po de la sems 'jog pa ste /	mi rtag ba dang sdug sngal ba la sogs ba rnam ba gang gis rnam ba nges ba rnam ba de nyid kyis dngos po de la sems mang ba ste 
T06D4064:155A-11	'di ni de bzhin nyid kyi gzhan du ni ma yin no zhes nges par 'dzin pa ni mos pa'o //	mang ni de bzhin nyid kyi gzhan du ni ma yin no zhes nges ba mang ba ni mos ba 
T06D4064:155A-12	de ni mi 'phrogs pa nyid kyi las can te /	de ni mi mang ba nyid kyi las can te 
T06D4064:155A-13	mos pa gces su byed pa ni phas kyi rgol ba rnams kyis rang gi grub pa'i mtha' las 'phrog par mi nus so //	mos ba gces su byed ba ni phas kyi rgol ba rnams kyis rang gi 'grub ba mtha las mang ba mi nus so 
T06D4064:155A-14	dran pa ni 'dris pa'i dngos po ma brjed pa ste /	dran ba ni mang ba dngos po ma brjed ba ste 
T06D4064:155A-15	sems kyi mngon par brjod pa nyid do //	sems kyi mngon ba rjod ba nyid do 
T06D4064:155A-16	'dris pa'i dngos po ni sngon gyi myong ba'o //	mang ba dngos po ni sngon gyi myong ba 
T06D4064:155A-17	ma brjed pa ni dmigs pa la 'dzin pa chud mi za bar byed pa'i rgyu'o //	ma brjed ba ni dmigs ba la mang ba chud mi za ba byed ba rgyu 
T06D4064:155A-18	sngon bzung ba'i dngos po la dmigs pa'i rnam pa yang dang yang dran ba ni mngon par brjod pa ste mngon par brjod pa kho na mngon par brjod pa nyid do //	sngon bzung ba dngos po la dmigs ba rnam ba yang dang yang dran ba ni mngon ba rjod ba ste mngon ba rjod ba kho na mngon ba rjod ba nyid do 
T06D4064:155A-19	de ni rnam par mi g-yeng ba'i las can te /	de ni rnam ba mi g-yeng ba las can te 
T06D4064:155A-20	dmigs pa mngon par brjod pa yod na dmigs pa gzhan nam /	dmigs ba mngon ba rjod ba yod na dmigs ba gzhan nam 
T06D4064:155A-21	rnam pa gzhan la sems rnam par g-yeng ba med pas rnam par g-yeng ba med pa'i las can no //	rnam ba gzhan la sems rnam ba g-yeng ba med ba rnam ba g-yeng ba med ba las can no 
T06D4064:155A-22	ting nge 'dzin ni brtag pa'i dngos po la sems rtse gcig pa nyid do //	ting nge mang ni rtog ba dngos po la sems rtse gcig ba nyid do 
T06D4064:155A-23	brtag pa'i dngos po ni yon tan du'am /	rtog ba dngos po ni yon tan du 
T06D4064:155A-24	nges par brtag par bya'o //	nges ba rtog ba byed 
T06D4064:155A-25	rtse gcig pa nyid ni dmigs pa gcig pa nyid do //	rtse gcig ba nyid ni dmigs ba gcig ba nyid do 
T06D4064:155A-26	sems mnyam par gzhag na yang dag pa ji lta ba bzhin du rab tu shes pa'i phyir shes pa'i rten byed pa'i las can no //	sems mnyam ba 'jog na yang 'dag ba ji lta ba bzhin du rab tu shes ba phyir shes ba rten byed ba las can no 
T06D4064:155A-27	blo ni shes rab bo //	blo ni shes rab 'bo 
T06D4064:155B-0	de yang brtag pa'i @155b dngos po nyid rab tu rnam par 'byed pa ste /	de yang rtog ba dngos po nyid rab tu rnam ba mang ba ste 
T06D4064:155B-1	rigs pa dang /	rigs ba dang 
T06D4064:155B-2	rigs pa ma yin pas bskyed pa dang /	rigs ba ma yin ba skyed ba dang 
T06D4064:155B-3	gzhan pa'o //	gzhan ba 
T06D4064:155B-4	rnam par 'byed par byed pas rab tu rnam par 'byed pa ste /	rnam ba mang ba byed ba rab tu rnam ba mang ba ste 
T06D4064:155B-5	rang dang spyi'i mtshan nyid 'dres pa lta bu'i chos rnams la yang dag pa'am log par so sor rtogs pa'o //	rang dang spyi mtshan nyid mang ba lta bu chos rnams la yang 'dag ba log ba so sor rtogs ba 
T06D4064:155B-6	rigs pa ni gsha' ba ste /	rigs ba ni gsha ba ste 
T06D4064:155B-7	de yang yid ches pa'i lung dang /	de yang yid ches ba lung dang 
T06D4064:155B-8	rjes su dpag pa dang mngon sum mo //	rjes su dpog ba dang mngon sum mo 
T06D4064:155B-9	rigs pa rnam pa de gsum gyis bskyed pa gang yin pa de ni rigs pas bskyed pa'o //	rigs ba rnam ba de gsum gyis skyed ba gang yin ba de ni rigs ba skyed ba 
T06D4064:155B-10	de yang thos pa las byung ba dang /	de yang thos ba las 'byung ba dang 
T06D4064:155B-11	bsams pa las byung ba dang /	bsams ba las 'byung ba dang 
T06D4064:155B-12	bsgoms pa las byung ba ste /	sgom ba las 'byung ba ste 
T06D4064:155B-13	de la yid ches pa'i gsung rab tshad ma nyid kyis rtogs pa gang yin pa de ni thos pa las byung ba'o //	de la yid ches ba gsung rab tshad ma nyid kyis rtogs ba gang yin ba de ni thos ba las 'byung ba 
T06D4064:155B-14	rigs pa nges par sems pa las skyes pa ni bsams pa las byung ba'o //	rigs ba nges ba sems ba las skye ba ni bsams ba las 'byung ba 
T06D4064:155B-15	ting nge 'dzin las skyes pa ni bsgoms pa las byung ba'o //	ting nge mang las skye ba ni sgom ba las 'byung ba 
T06D4064:155B-16	rigs pa ma yin pa ni yid ches pa ma yin pa'i lung dang /	rigs ba ma yin ba ni yid ches ba ma yin ba lung dang 
T06D4064:155B-17	rjes su dpag par snang ba dang /	rjes su dpog ba snang ba dang 
T06D4064:155B-18	log par bsams pa'i ting nge 'dzin te /	log ba bsams ba ting nge mang te 
T06D4064:155B-19	rigs ba ma yin pa des bskyed pa ni rigs pa ma yin pas bskyed pa'o //	rigs ba ma yin ba des skyed ba ni rigs ba ma yin ba skyed ba 
T06D4064:155B-20	skye ba thob pa dang 'jig rten pa'i tha snyad shes pa ni rigs pas bskyed pa'ang ma yin /	skye ba 'thob ba dang mang rten ba tha snyad shes ba ni rigs ba skyed ba ma yin 
T06D4064:155B-21	mi rigs pas bskyed pa'ang ma yin no //	mi rigs ba skyed ba ma yin no 
T06D4064:155B-22	'di ni som nyi zlog pa'i las can te /	mang ni som nyi zlog ba las can te 
T06D4064:155B-23	som nyi zlog pa ni shes rab kyis chos rnams rab tu rnam par phye nas nges pa 'thob pa'i phyir ro //	som nyi zlog ba ni shes rab kyis chos rnams rab tu rnam ba 'byed nas nges ba mang ba phyir ro 
T06D4064:155B-24	chos lnga po de dag ni phan tshun tha dad du gyur nas 'byung ba'o //	chos lnga po de 'dag ni phan tshun tha dad du gyur nas mang ba 
T06D4064:155B-25	de ltar na gang du mos pa der gzhan dag gdon mi za bar mi 'byung ste /	de ltar na gang du mos ba der gzhan 'dag 'don mi za ba mi mang ste 
T06D4064:155B-26	thams cad la yang de bzhin du brjod par bya'o //	thams cad la yang de bzhin du rjod ba byed 
T06D4064:155B-27	bye brag tu nges pa rnams bshad zin to /	'bye brag tu nges ba rnams 'chad zin to 
T06D4064:155B-28	"//
 / da ni de'i 'og tu bstan pa dge ba dag brjod dgos pas de'i phyir /"	da ni de mang tu ston ba dge ba 'dag rjod dgos ba de phyir 
T06D4064:155B-29	dad dang ngo tsha khrel yod dang //	dad dang ngo tsha 'khrel yod dang 
T06D4064:155B-30	ma chags la sogs gsum brtson 'grus //	ma chags la sogs gsum brtson mang 
T06D4064:155B-31	shin tu sbyangs dang bag yod bcas //	shin tu sbyong dang bag yod 'cha' 
T06D4064:155B-32	rnam mi 'tshe dge zhes bya ba smos te /	rnam mi mang dge zhes byed ba smos te 
T06D4064:155B-33	de dag ni chos bcu gcig go zhes bya ba ni tshig gi lhag ma'o //	de 'dag ni chos 'chu gcig go zhes byed ba ni tshig gi lhag ma 
T06D4064:155B-34	de la dad pa ni las dang /	de la dad ba ni las dang 
