segmentnrs	original	stemmed
T06D4064:165A-25	de lta de ltar zhes bya ba ni rnam par rtog pa de dang de'i 'og ma skyed nus pa'i gnas skabs 'thob ces bya ba'i tha tshig go //	de lta de ltar zhes byed ba ni rnam ba rtogs ba de dang de mang ma skyed nus ba gnas skabs mang ces byed ba tha tshig go 
T06D4064:165A-26	phan tshun dbang zhes bya ba la /	phan tshun dbang zhes byed ba la 
T06D4064:165A-27	'di ltar mig la sogs pa'i rnam par shes pa rang gi nus pa yongs su gso ba'i phyir 'jug pa'i tshe kun gzhi rnam par shes pa nus pa khyad par can 'gyur ba'i rgyu'o //	mang ltar mig la sogs ba rnam ba shes ba rang gi nus ba yongs su gso ba phyir mang ba tshe kun gzhi rnam ba shes ba nus ba khyad ba can mang ba rgyu 
T06D4064:165A-28	kun gzhi rnam par shes pa 'gyur ba de yang mig la sogs pa'i rnam par shes pa'i rgyur 'gyur te /	kun gzhi rnam ba shes ba mang ba de yang mig la sogs ba rnam ba shes ba rgyur mang te 
T06D4064:165A-29	de ltar phan tshun gyi dbang gis so //	de ltar phan tshun gyi dbang gis so 
T06D4064:165A-30	gang gi phyir gnyi ga 'byung bde'i phyir /	gang gi phyir gnyi ga mang bde phyir 
T06D4064:165A-31	kun gzhi rnam par shes pa gzhan gyis byin gyis ma brlabs pa las rnam par rtog pa rnam pa du ma dang de skye'o //	kun gzhi rnam ba shes ba gzhan gyis byin gyis ma brlabs ba las rnam ba rtogs ba rnam ba du ma dang de skye 
T06D4064:165A-32	'di ni da ltar gyi tshe la kun gzhi rnam par shes pa las 'jug pa'i rnam par shes pa ji ltar 'byung ba de bstan to //	mang ni da ltar gyi tshe la kun gzhi rnam ba shes ba las mang ba rnam ba shes ba ji ltar mang ba de ston to 
T06D4064:165B-0	da ni rnam par rig pa tsam la da ltar gyi tshe @165b 'gags nas ma 'ongs pa'i tshe ji ltar mtshams sbyar ba de bstan pa'i phyir /	da ni rnam ba rig ba tsam la da ltar gyi tshe mang nas ma mang ba tshe ji ltar mtshams sbyor ba de ston ba phyir 
T06D4064:165B-1	las kyi bag chags 'dzin gnyis kyi //	las kyi bag chags mang gnyis kyi 
T06D4064:165B-2	bag chags bcas pa snga ma yi //	bag chags 'cha' ba snga ma yi 
T06D4064:165B-3	rnam par smin pa zad nas kyang //	rnam ba smin ba zad nas kyang 
T06D4064:165B-4	rnam smin skyed pa de yin no //	rnam smin skyed ba de yin no 
T06D4064:165B-5	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:165B-6	bsod nams dang bsod nams ma yin pa dang /	bsod nams dang bsod nams ma yin ba dang 
T06D4064:165B-7	mi g-yo ba'i sems pa ni las te /	mi g-yo ba sems ba ni las te 
T06D4064:165B-8	las des ma 'ongs pa'i lus mngon bar 'grub bar kun gzhi rnam par shes pa la nus pa skyed pa'i gang yin pa de ni las kyi bag chags so //	las des ma mang ba lus mngon ba mang ba kun gzhi rnam ba shes ba la nus ba skyed ba gang yin ba de ni las kyi bag chags so 
T06D4064:165B-9	'dzin pa gnyis ni gzung bar 'dzin pa dang /	mang ba gnyis ni gzung ba mang ba dang 
T06D4064:165B-10	'dzin par 'dzin pa'o //	mang ba mang ba 
T06D4064:165B-11	de la rnam par shes pa las gud na rang yod pas gnas pa'i gzung ba yod par lhag par chags pa ni gzung ba'i 'dzin pa'o //	de la rnam ba shes ba las 'gud na rang yod ba gnas ba gzung ba yod ba lhag ba chags ba ni gzung ba mang ba 
T06D4064:165B-12	de yang rnam par shes pas rtogs shing rnam par shes te /	de yang rnam ba shes ba rtogs shing rnam ba shes te 
T06D4064:165B-13	'dzin par nges pa gang yin pa de 'dzin pa'i 'dzin pa'o //	mang ba nges ba gang yin ba de mang ba mang ba 
T06D4064:165B-14	sngon byung ba'i 'dzin pa dang /	sngon 'byung ba mang ba dang 
T06D4064:165B-15	gzung ba'i 'dzin pas brtags pa'i ma 'ongs pa'i de'i rigs kyi gzung ba dang /	gzung ba mang ba rtog ba ma mang ba de rigs kyi gzung ba dang 
T06D4064:165B-16	'dzin pa'i 'dzin pa 'byung ba'i sa bon ni 'dzin pa gnyis kyi bag chags so //	mang ba mang ba mang ba sa bon ni mang ba gnyis kyi bag chags so 
T06D4064:165B-17	de la las kyi bag chags kyi bye brag gis 'gro ba tha dad pas lus mi 'dra bar gyur pa ni sa bon tha dad pa myu gu tha dad pa bzhin no //	de la las kyi bag chags kyi 'bye brag gis mang ba tha dad ba lus mi mang ba gyur ba ni sa bon tha dad ba myu gu tha dad ba bzhin no 
T06D4064:165B-18	'dzin pa gnyis kyi bag chags ni las kyi bag chags thams cad ji ltar rang gis 'phangs pa lus skyed pa la zhugs pa rnams kyi lhag cig byed pa nyid du 'gyur te /	mang ba gnyis kyi bag chags ni las kyi bag chags thams cad ji ltar rang gis mang ba lus skyed ba la 'jug ba rnams kyi lhag cig byed ba nyid du mang te 
T06D4064:165B-19	dper na sa bon gyis myu gu skye ba na chu la sogs pa bzhin no //	dper na sa bon gyis myu gu skye ba na chu la sogs ba bzhin no 
T06D4064:165B-20	de lta na las kyi bag chags 'ba' zhig ma yin gyi /	de lta na las kyi bag chags mang 'jig ma yin gyi 
T06D4064:165B-21	'dzin pa gnyis kyi bag chags kyis zin pas rnam par smin pa skyed do zhes bstan par 'gyur ro //	mang ba gnyis kyi bag chags kyis zin ba rnam ba smin ba skyed do zhes ston ba mang ro 
T06D4064:165B-22	de'i phyir 'dzin pa gnyis kyi bag chags dang bcas pas zhes bya ba smos so //	de phyir mang ba gnyis kyi bag chags dang 'cha' ba zhes byed ba smos so 
T06D4064:165B-23	snga ma'i /	snga ma 
T06D4064:165B-24	rnam par smin pa zad nas gzhan //	rnam ba smin ba zad nas gzhan 
T06D4064:165B-25	rnam smin skyed pa de yin no //	rnam smin skyed ba de yin no 
T06D4064:166A-0	zhes bya ba ni tshe snga ma la bsags pa'i las kyis 'dir rnam par smin pa mngon par bsgrubs pa gang yin pa de zad ces bya ba 'phangs pa'i dus kyi mtha' la gnas pa la las kyi bag chags kyi stobs ji lta ba bzhin du de 'dzin pa gnyis kyi bag chags dang bcas pas rnam par smin pa spyad zin pa las rnam par smin pa gzhan kun gzhi rnam par shes pa de @166a * //	zhes byed ba ni tshe snga ma la bsags ba las kyis mang rnam ba smin ba mngon ba sgrub ba gang yin ba de zad ces byed ba mang ba dus kyi mtha la gnas ba la las kyi bag chags kyi stobs ji lta ba bzhin du de mang ba gnyis kyi bag chags dang 'cha' ba rnam ba smin ba spyod zin ba las rnam ba smin ba gzhan kun gzhi rnam ba shes ba de 
T06D4064:166A-1	nyid skyed de /	nyid skyed de 
T06D4064:166A-2	kun gzhi rnam par shes pa ma gtogs par rnam par smin pa gzhan med pa'i phyir ro //	kun gzhi rnam ba shes ba ma gtogs ba rnam ba smin ba gzhan med ba phyir ro 
T06D4064:166A-3	snga ma'i rnam par smin pa zad nas zhes bya ba 'dis ni rtag pa'i mtha' spong ngo //	snga ma rnam ba smin ba zad nas zhes byed ba mang ni rtag ba mtha spong ngo 
T06D4064:166A-4	rnam par smin pa gzhan skyed do zhes bya bas ni chad pa'i mtha' spong ngo //	rnam ba smin ba gzhan skyed do zhes byed ba ni 'chad ba mtha spong ngo 
T06D4064:166A-5	mig la sogs pa'i rnam par shes pa ma gtogs par kun gzhi rnam par shes pa yod de /	mig la sogs ba rnam ba shes ba ma gtogs ba kun gzhi rnam ba shes ba yod de 
T06D4064:166A-6	de nyid sa bon thams cad pa ste /	de nyid sa bon thams cad ba ste 
T06D4064:166A-7	mig la sogs pa'i rnam par shes pa ma yin no zhes bya ba de ji lta bu zhe na /	mig la sogs ba rnam ba shes ba ma yin no zhes byed ba de ji lta bu zhe na 
T06D4064:166A-8	lung dang rigs pas yod par mngon te /	lung dang rigs ba yod ba mngon te 
T06D4064:166A-9	bcom ldan 'das kyis chos mngon pa las /	'joms ldan mang kyis chos mngon ba las 
T06D4064:166A-10	thog ma med pa'i dus kyi dbyings //	thogs ma med ba dus kyi dbyings 
T06D4064:166A-11	chos rnams kun gyi gnas yin te //	chos rnams kun gyi gnas yin te 
T06D4064:166A-12	de yod pas na 'gro kun dang //	de yod ba na mang kun dang 
T06D4064:166A-13	mya ngan 'das pa'ang thob par 'gyur //	mya ngan mang ba 'thob ba mang 
T06D4064:166A-14	zhes gsungs so //	zhes gsungs so 
T06D4064:166A-15	kun gzhi rnam par shes pa med na 'khor bar 'jug pa dang /	kun gzhi rnam ba shes ba med na mang ba mang ba dang 
T06D4064:166A-16	ldog pa yang mi rung ngo //	ldog ba yang mi rung ngo 
T06D4064:166A-17	de la 'khor bar 'jug pa ni ris mthun pa gzhan dag tu nying mtshams sbyor bar byed do //	de la mang ba mang ba ni ris mthun ba gzhan 'dag tu nying mtshams sbyor ba byed do 
T06D4064:166A-18	ldog pa ni phung po lhag ma dang bcas pa dang /	ldog ba ni 'phung po lhag ma dang 'cha' ba dang 
T06D4064:166A-19	phung po lhag ma med pa'i mya ngan las 'das pa'i dbyings so //	'phung po lhag ma med ba mya ngan las mang ba dbyings so 
