segmentnrs	original	stemmed
T06D4064:161B-6	'dod chags dang zhe sdang dang gti mug gang dag gis ting nge 'dzin gyi dmigs pa las phyi rol du g-yeng bar byed pa de dag la ji ltar mthun mthun du rnam par g-yeng ba gdags so //	mang chags dang zhe sdang dang gti mug gang 'dag gis ting nge mang gyi dmigs ba las phyi rol du g-yeng ba byed ba de 'dag la ji ltar mthun mthun du rnam ba g-yeng ba 'dogs so 
T06D4064:161B-7	'di ni 'dod chags dang bral ba'i bar du gcod pa'i las can no //	mang ni mang chags dang 'bral ba ba du gcod ba las can no 
T06D4064:161B-8	shes bzhin ma yin pa ni nyon mongs pa dang mtshungs par ldan pa'i shes rab ste /	shes bzhin ma yin ba ni nyon mongs ba dang mtshungs ba ldan ba shes rab ste 
T06D4064:161B-9	des 'gro ba dang ldog pa la sogs pa la lus dang ngag dang sems kyi spyod pa mi shes bzhin du 'jug ste /	des mang ba dang ldog ba la sogs ba la lus dang ngag dang sems kyi spyod ba mi shes bzhin du mang ste 
T06D4064:161B-10	bya ba dang bya ba ma yin pa mi shes pas ltung ba'i rten byed pa'i las can no //	byed ba dang byed ba ma yin ba mi shes ba ltung ba rten byed ba las can no 
T06D4064:161B-11	'gyod pa ni yid la gcags pa'o //	mang ba ni yid la 'jags ba 
T06D4064:161B-12	smad pa byas pas 'gyod do //	smad ba byed ba mang do 
T06D4064:161B-13	de'i dngos po ni 'gyod pa'o //	de dngos po ni mang ba 
T06D4064:161B-14	'dir ni ngan pa byas pa'i yul la sems mi dga' ba ste /	mang ni ngan ba byed ba yul la sems mi dga ba ste 
T06D4064:161B-15	sems las byung ba'i skabs yin pas 'gyod pa zhes bya'o //	sems las 'byung ba skabs yin ba mang ba zhes byed 
T06D4064:161B-16	'di ni sems gnas pa'i bar du gcod pa'i las can no //	mang ni sems gnas ba ba du gcod ba las can no 
T06D4064:161B-17	gnyid ni 'jug pa rang dbang med par sems sdud pa'o //	rnyid ni mang ba rang dbang med ba sems sdud ba 
T06D4064:161B-18	'jug pa ni dmigs pa la 'jug pa'o //	mang ba ni dmigs ba la mang ba 
T06D4064:161B-19	de yang sems kyi rang dbang med pa gang las byung ba de gnyid do //	de yang sems kyi rang dbang med ba gang las 'byung ba de rnyid do 
T06D4064:161B-20	yang na lus 'dzin mi nus pa'i sems kyi 'jug pa rang dbang med pa de gang las byung ba de gnyid do //	yang na lus mang mi nus ba sems kyi mang ba rang dbang med ba de gang las 'byung ba de rnyid do 
T06D4064:161B-21	sems sdud pa ni mig la sogs pa'i dbang po'i sgo nas mi 'jug pa'o //	sems sdud ba ni mig la sogs ba dbang po sgo nas mi mang ba 
T06D4064:161B-22	de ni gti mug gi cha la gdags pas gti mug gi char gtogs pa ste /	de ni gti mug gi cha la 'dogs ba gti mug gi char gtogs ba ste 
T06D4064:161B-23	bya ba shor ba'i rten byed pa'i las can no //	byed ba 'chor ba rten byed ba las can no 
T06D4064:161B-24	rtog pa ni kun du tshol ba'i yid kyi brjod pa ste /	rtogs ba ni kun du tshol ba yid kyi rjod ba ste 
T06D4064:161B-25	shes rab dang sems pa'i bye brag go //	shes rab dang sems ba 'bye brag go 
T06D4064:161B-26	kun du tshol ba ni 'di ci yin zhes rtog pa'i rnam par zhugs pa'o //	kun du tshol ba ni mang ci yin zhes rtogs ba rnam ba 'jug ba 
T06D4064:161B-27	yid la brjod pa ni yid kyi brjod pa ste /	yid la rjod ba ni yid kyi rjod ba ste 
T06D4064:161B-28	brjod pa dang 'dra ba'o //	rjod ba dang mang ba 
T06D4064:161B-29	brjod pa ni don brjod pa'o //	rjod ba ni don rjod ba 
T06D4064:162A-0	sems pa dang shes rab kyi bye brag ces bya ba la sems pa ni gang sems kun du g-yo @162a * //	sems ba dang shes rab kyi 'bye brag ces byed ba la sems ba ni gang sems kun du g-yo 
T06D4064:162A-1	bar byed pa'i bdag nyid yin la /	ba byed ba bdag nyid yin la 
T06D4064:162A-2	shes rab ni yon tan dang nyes pa 'byed pa'i rnam pa yin te /	shes rab ni yon tan dang nyes ba mang ba rnam ba yin te 
T06D4064:162A-3	de'i dbang gis sems 'jug pas ni bar 'ga' ni sems dang sems la rtog pa gdags so //	de dbang gis sems mang ba ni ba mang ni sems dang sems la rtogs ba 'dogs so 
T06D4064:162A-4	bar 'ga' ni shes rab dang sems la gdags te /	ba mang ni shes rab dang sems la 'dogs te 
T06D4064:162A-5	mngon bar mi rtogs pa dang /	mngon ba mi rtogs ba dang 
T06D4064:162A-6	mngon par rtogs pa'i dus dang go rims bzhin no //	mngon ba rtogs ba dus dang go rims bzhin no 
T06D4064:162A-7	yang na sems ba dang shes rab gnyis kho na la rtogs pa gdags te /	yang na sems ba dang shes rab gnyis kho na la rtogs ba 'dogs te 
T06D4064:162A-8	de'i dbang gis sems de ltar 'jug pa'i phyir ro //	de dbang gis sems de ltar mang ba phyir ro 
T06D4064:162A-9	de nyid sems rtsing ba'o //	de nyid sems rtsing ba 
T06D4064:162A-10	rtsing ba zhes bya ba ni che long ste /	rtsing ba zhes byed ba ni che long ste 
T06D4064:162A-11	dngos po tsam kun du tshol ba'i rnam pa yin pa'i phyir ro //	dngos po tsam kun du tshol ba rnam ba yin ba phyir ro 
T06D4064:162A-12	tshul 'di ni dpyod pa la yang ba lta bar bya'o //	tshul mang ni dpyod ba la yang ba lta ba byed 
T06D4064:162A-13	dpyod pa yang sems pa dang shes rab kyi bye brag gi bdag nyid do //	dpyod ba yang sems ba dang shes rab kyi 'bye brag gi bdag nyid do 
T06D4064:162A-14	so sor rtog pa'i yid kyi brjod pa nyid de sngar khong du chud pa la 'di'o zhes brjod pa'i phyir ro //	so sor rtogs ba yid kyi rjod ba nyid de sngar khong du chud ba la mang zhes rjod ba phyir ro 
T06D4064:162A-15	de'i phyir sems zhi ba zhes bya'o //	de phyir sems zhi ba zhes byed 
T06D4064:162A-16	de gnyis ni reg par gnas pa dang mi gnas pa'i rten byed pa'i las can no //	de gnyis ni reg ba gnas ba dang mi gnas ba rten byed ba las can no 
T06D4064:162A-17	'di gnyis ni rtsing ba dang zhib par rnam par gnas pas tha dad du dbye ba'o //	mang gnyis ni rtsing ba dang zhib ba rnam ba gnas ba tha dad du 'byed ba 
T06D4064:162A-18	gnyis rnam gnyis zhes bya ba ni gnyis gnyis pa gnyis te /	gnyis rnam gnyis zhes byed ba ni gnyis gnyis ba gnyis te 
T06D4064:162A-19	de dag ni 'gyod pa dang gnyid gnyis dang /	de 'dag ni mang ba dang rnyid gnyis dang 
T06D4064:162A-20	rtog pa dang dpyod pa gnyis so //	rtogs ba dang dpyod ba gnyis so 
T06D4064:162A-21	chos de bzhi ni rnam pa gnyis te /	chos de bzhi ni rnam ba gnyis te 
T06D4064:162A-22	nyon mongs pa dang nyon mongs pa can ma yin pa'o //	nyon mongs ba dang nyon mongs ba can ma yin ba 
T06D4064:162A-23	de la mi dge ba ma byas te dge ba byas pas sems mi dge ba gang yin pa de ni 'gyod pa nyon mongs pa can no //	de la mi dge ba ma byed te dge ba byed ba sems mi dge ba gang yin ba de ni mang ba nyon mongs ba can no 
T06D4064:162A-24	gang dge ba ma byas te mi dge ba byas pas 'gyod pa de ni nyon mongs pa can ma yin pa'o //	gang dge ba ma byed te mi dge ba byed ba mang ba de ni nyon mongs ba can ma yin ba 
T06D4064:162A-25	gnyid kyang nyon mongs pa can gyi sems kyis 'phangs pa dang /	rnyid kyang nyon mongs ba can gyi sems kyis mang ba dang 
T06D4064:162A-26	nyon mongs pa can gyi sems dang mtshungs par ldan pa ni nyon mongs pa can no nyon mongs pa can ma yin pa'i sems kyis 'phangs pa dang /	nyon mongs ba can gyi sems dang mtshungs ba ldan ba ni nyon mongs ba can no nyon mongs ba can ma yin ba sems kyis mang ba dang 
T06D4064:162A-27	nyon mongs pa can ma yin pa'i sems dang mtshungs par ldan pa ni nyon mongs pa can ma yin pa'o //	nyon mongs ba can ma yin ba sems dang mtshungs ba ldan ba ni nyon mongs ba can ma yin ba 
T06D4064:162A-28	'dod pa dang gnod sems dang rnam par 'tshe ba'i rtog pa'i nyon mongs pa can no //	mang ba dang gnod sems dang rnam ba mang ba rtogs ba nyon mongs ba can no 
T06D4064:162A-29	mngon bar 'byung ba la sogs pa la rtog pa ni nyon mongs pa can ma yin no //	mngon ba mang ba la sogs ba la rtogs ba ni nyon mongs ba can ma yin no 
T06D4064:162B-0	de bzhin du gzhan la gnod pa bya ba'i thabs dpyod pa ni @162b nyon mongs pa can no //	de bzhin du gzhan la gnod ba byed ba thabs dpyod ba ni nyon mongs ba can no 
T06D4064:162B-1	gzhan la phan gdags pa'i thabs dpyod pa ni nyon mongs pa can ma yin pa'o //	gzhan la phan 'dogs ba thabs dpyod ba ni nyon mongs ba can ma yin ba 
T06D4064:162B-2	de la 'gyod pa dang gnyid dang rtog pa dang dpyod pa nyon mongs pa can de dag nyid nyon mongs pa ste /	de la mang ba dang rnyid dang rtogs ba dang dpyod ba nyon mongs ba can de 'dag nyid nyon mongs ba ste 
T06D4064:162B-3	cig shos ni ma yin no //	cig shos ni ma yin no 
T06D4064:162B-4	de la ji ltar gzugs dang sgra la sogs pa la dmigs pa rnam pa drug po dag kun du 'gro ba rnams dang /	de la ji ltar gzugs dang sgra la sogs ba la dmigs ba rnam ba drug po 'dag kun du mang ba rnams dang 
T06D4064:162B-5	bye brag tu nges pa rnams dang /	'bye brag tu nges ba rnams dang 
T06D4064:162B-6	dge ba rnams dang /	dge ba rnams dang 
T06D4064:162B-7	nyon mongs pa rnams dang /	nyon mongs ba rnams dang 
T06D4064:162B-8	nye ba'i nyon mongs pa rnams dang sems las byung ba thams cad kyi nang nas ci rigs pa dang mtshungs par ldan pa de bzhin du /	nye ba nyon mongs ba rnams dang sems las 'byung ba thams cad kyi nang nas ci rigs ba dang mtshungs ba ldan ba de bzhin du 
T06D4064:162B-9	tshor ba gsum ste /	tshor ba gsum ste 
T06D4064:162B-10	bde ba'i tshor ba dang /	bde ba tshor ba dang 
T06D4064:162B-11	sdug bsngal gyi tshor ba dang /	sdug sngal gyi tshor ba dang 
T06D4064:162B-12	sdug bsngal yang ma yin bde ba yang ma yin pa'i tshor ba ste /	sdug sngal yang ma yin bde ba yang ma yin ba tshor ba ste 
T06D4064:162B-13	tshor ba rnam pa gsum dang mtshungs par ldan te /	tshor ba rnam ba gsum dang mtshungs ba ldan te 
T06D4064:162B-14	yid bde ba dang yid mi bde ba dang btang snyoms kyi gnas kyi gzugs la sogs pa las de 'byung ba'i phyir ro //	yid bde ba dang yid mi bde ba dang gtong snyom kyi gnas kyi gzugs la sogs ba las de mang ba phyir ro 
T06D4064:162B-15	dge ba dang mi dge ba dang lung du ma bstan pa dang yang ldan no //	dge ba dang mi dge ba dang lung du ma ston ba dang yang ldan no 
T06D4064:162B-16	kun gzhi rnam par shes pa ni kun du 'gro ba lnga po kho na dang mtshungs par ldan te /	kun gzhi rnam ba shes ba ni kun du mang ba lnga po kho na dang mtshungs ba ldan te 
T06D4064:162B-17	gzhan dag dang ni ma yin no //	gzhan 'dag dang ni ma yin no 
