segmentnrs	original	stemmed
T06D4064:159B-16	'di yang khro ba dang kho na du 'dzin pa sngon du 'gro ba sems kyi kun nas mnar sems pa'i rang bzhin yin pas khong khro ba'i char gtogs pa nyid do //	mang yang khro ba dang kho na du mang ba sngon du mang ba sems kyi kun nas mnar sems ba rang bzhin yin ba khong khro ba char gtogs ba nyid do 
T06D4064:159B-17	rdzas su yod pa ma yin no //	rdzas su yod ba ma yin no 
T06D4064:159B-18	'di ni ngag gi nyes par spyod pa skyed pa'i las can dang /	mang ni ngag gi nyes ba spyod ba skyed ba las can dang 
T06D4064:159B-19	reg par mi gnas pa'i las can te /	reg ba mi gnas ba las can te 
T06D4064:159B-20	de dag dang ldan pa'i gang zag dang 'grogs par dka' ba'i phyir ro //	de 'dag dang ldan ba gang zag dang mang ba dka ba phyir ro 
T06D4064:159B-21	phrag dog ni gzhan gyi phun sum tshogs bal sems khong nas 'khrug pa ste /	phrag dog ni gzhan gyi phun sum tshogs bal sems khong nas mang ba ste 
T06D4064:159B-22	'thob pa dang bkur sti la lhag par chags pas gzhan gyi rnyed pa dang /	mang ba dang bkur sti la lhag ba chags ba gzhan gyi rnyed ba dang 
T06D4064:159B-23	bkur sti dang /	bkur sti dang 
T06D4064:159B-24	rigs dang /	rigs dang 
T06D4064:159B-25	tshul khrims dang /	tshul khrims dang 
T06D4064:159B-26	thos pa la sogs pa yon tan gyi khyad bar mthong nas zhe sdang gi char gtogs pa mi bzod par bya ba'i sems khong nas 'khrug pa ni phrag dog go //	thos ba la sogs ba yon tan gyi khyad ba mthong nas zhe sdang gi char gtogs ba mi bzod ba byed ba sems khong nas mang ba ni phrag dog go 
T06D4064:159B-27	rang gi gnas la khyab par 'khrug pas khong nas 'khrug pa ste /	rang gi gnas la khyab ba mang ba khong nas mang ba ste 
T06D4064:159B-28	yid mi bde ba dang mtshungs par ldan pa dang /	yid mi bde ba dang mtshungs ba ldan ba dang 
T06D4064:159B-29	de sngon du 'gro ba'i phyir reg par mi gnas pa ste /	de sngon du mang ba phyir reg ba mi gnas ba ste 
T06D4064:160A-0	yid mi bde ba dang reg par mi gnas pa'i las @160a * //	yid mi bde ba dang reg ba mi gnas ba las 
T06D4064:160A-1	can zhes bya'o //	can zhes byed 
T06D4064:160A-2	ser sna ni sbyin pa dang mi mthun pa sems kyi kun du 'dzin pa'o //	ser sna ni sbyin ba dang mi mthun ba sems kyi kun du mang ba 
T06D4064:160A-3	zin pa'i dngos po chos dang zang zing dang mkhas pa'i bdag nyid rnams gang gis mchod ba dang phan gdags par 'dod pas 'dod pa'am /	zin ba dngos po chos dang zang zing dang mkhas ba bdag nyid rnams gang gis mchod ba dang phan 'dogs ba mang ba mang ba 
T06D4064:160A-4	mi 'dod pa la'ang rung ste /	mi mang ba la rung ste 
T06D4064:160A-5	sbyin par byed pa de ni sbyin pa'o //	sbyin ba byed ba de ni sbyin ba 
T06D4064:160A-6	de yod na sbyin pa med par 'gyur ba'i phyir de dang mi mthun pa zhes bya'o //	de yod na sbyin ba med ba mang ba phyir de dang mi mthun ba zhes byed 
T06D4064:160A-7	rnyed pa dang bkur sti la lhag par chags pas 'tsho ba'i yo byad rnams la 'dod chags kyi char gtogs pa'i sems kyi kun du 'dzin pa dang yongs su mi gtong ba'i /	rnyed ba dang bkur sti la lhag ba chags ba mang ba yo byad rnams la mang chags kyi char gtogs ba sems kyi kun du mang ba dang yongs su mi gtong ba 
T06D4064:160A-8	'dod pa ni ser sna'o //	mang ba ni ser sna 
T06D4064:160A-9	de ni yo byad ma bsnyungs pa'i rten byed pa'i las can te /	de ni yo byad ma snyung ba rten byed ba las can te 
T06D4064:160A-10	yo byad ma bsnyungs pa ni ser snas yo byad mi mkho ba rnams kyang stsogs par rig par bya'o //	yo byad ma snyung ba ni ser snas yo byad mi mkho ba rnams kyang stsogs ba rig ba byed 
T06D4064:160A-11	sgyu ni gzhan la bslu ba'i yang dag pa ma yin pa'i don ston pa ste /	sgyu ni gzhan la bslu ba yang 'dag ba ma yin ba don ston ba ste 
T06D4064:160A-12	rnyed pa dang bkur sti la lhag par chags pas gzhan la bslu ba'i bsam pas tshul khrims la sogs pa'i don gzhan du gnas la gzhan du ston pa ste /	rnyed ba dang bkur sti la lhag ba chags ba gzhan la bslu ba bsam ba tshul khrims la sogs ba don gzhan du gnas la gzhan du ston ba ste 
T06D4064:160A-13	'di ni 'dod chags dang gti mug 'dus pas yang dag pa ma yin pa'i yon tan ston pas na de gnyis 'dus pa la gdags te /	mang ni mang chags dang gti mug mang ba yang 'dag ba ma yin ba yon tan ston ba na de gnyis mang ba la 'dogs te 
T06D4064:160A-14	khro ba la sogs pa bzhin du gdags pa nyid yin gyi rdzas su ni med de /	khro ba la sogs ba bzhin du 'dogs ba nyid yin gyi rdzas su ni med de 
T06D4064:160A-15	log pas 'tsho ba'i rten byed pa'i las can no //	log ba mang ba rten byed ba las can no 
T06D4064:160A-16	g-yo ni rang gi nyes pa bcab pa'i thabs bzung ba ste /	g-yo ni rang gi nyes ba 'chab ba thabs bzung ba ste 
T06D4064:160A-17	sems gya gyu ba'o //	sems 'gyas gyu ba 
T06D4064:160A-18	rang gi nyes pa bcab pa'i thabs ni gzhan mgo rmongs par byed pa ste /	rang gi nyes ba 'chab ba thabs ni gzhan mgo rmongs ba byed ba ste 
T06D4064:160A-19	de yang gzhan nas gzhan du bsgyur ba dang /	de yang gzhan nas gzhan du sgyur ba dang 
T06D4064:160A-20	gtam rlung la skur ba dang /	'dam rlung la skur ba dang 
T06D4064:160A-21	gsal bar mi byed pa'o //	gsal ba mi byed ba 
T06D4064:160A-22	de'i phyir g-yo dang 'chab pa gnyis tha dad de /	de phyir g-yo dang mang ba gnyis tha dad de 
T06D4064:160A-23	de ni gsal por mkhyud kyi zur gyis ni ma yin no //	de ni gsal por mkhyud kyi zur gyis ni ma yin no 
T06D4064:160A-24	de ni rnyed pa dang bkur sti la lhag par chags nas 'dod chags dang gti mug de gnyis kyis bdag gi nyes pa bcab pa'i phyir gzhan mgo rmongs par byed pas de gnyis 'dus pa las de gdags so //	de ni rnyed ba dang bkur sti la lhag ba chags nas mang chags dang gti mug de gnyis kyis bdag gi nyes ba 'chab ba phyir gzhan mgo rmongs ba byed ba de gnyis mang ba las de 'dogs so 
T06D4064:160A-25	'di ni yang dag pa'i gdams ngag rnyed pa'i bar du gcod pa'i las can no //	mang ni yang 'dag ba 'doms ngag rnyed ba ba du gcod ba las can no 
T06D4064:160A-26	yang dag pa'i gdams ngag ni gang rnyed na tshul bzhin yid la byed pa ste /	yang 'dag ba 'doms ngag ni gang rnyed na tshul bzhin yid la byed ba ste 
T06D4064:160B-0	de'i bar @160b chad byed pa'o //	de ba 'chad byed ba 
T06D4064:160B-1	rgyags pa ni bdag gi phun sum tshogs pa la chags pa'i rab tu dga' ba ste /	rgyags ba ni bdag gi phun sum tshogs ba la chags ba rab tu dga ba ste 
T06D4064:160B-2	sems yongs su 'dzin pa'o //	sems yongs su mang ba 
T06D4064:160B-3	rigs dang nad med pa dang lang tsho dang stobs dang gzugs dang /	rigs dang nad med ba dang lang tsho dang stobs dang gzugs dang 
T06D4064:160B-4	phyug pa dang blo dang yid gzhungs pa la sogs pa mchog tu gyur pa ni rang gi phun sum tshogs pa'o //	phyug ba dang blo dang yid gzhungs ba la sogs ba mchog tu gyur ba ni rang gi phun sum tshogs ba 
T06D4064:160B-5	rab tu dga' ba ni dga' ba'i bye brag ste /	rab tu dga ba ni dga ba 'bye brag ste 
T06D4064:160B-6	dga' ba'i bye brag gang gis sems rang dbang med par byed ba des de dag gi dbang du byed pas yongs su 'dzin par 'gyur te /	dga ba 'bye brag gang gis sems rang dbang med ba byed ba des de 'dag gi dbang du byed ba yongs su mang ba mang te 
T06D4064:160B-7	de'i phyir sems yongs su 'dzin pa zhes bshad do //	de phyir sems yongs su mang ba zhes 'chad do 
T06D4064:160B-8	'di ni nyon mongs pa dang nye ba'i nyon mongs pa thams cad kyi rten byed pa'i las can no //	mang ni nyon mongs ba dang nye ba nyon mongs ba thams cad kyi rten byed ba las can no 
T06D4064:160B-9	rnam par 'tshe ba ni sems can rnams la rnam par tho 'tshams pa ste /	rnam ba mang ba ni sems can rnams la rnam ba tho mang ba ste 
T06D4064:160B-10	bsad pa dang bcing ba dang brdeg pa dang /	bsad ba dang 'ching ba dang brdeg ba dang 
T06D4064:160B-11	sdig pa la sogs pa sna tshogs kyis sems can rnams la 'tshe ba ni rnam par 'tshe ba'o //	sdig ba la sogs ba sna tshogs kyis sems can rnams la mang ba ni rnam ba mang ba 
T06D4064:160B-12	'dis bsad pa dang bcing ba la sogs pas sems can rnams la rnam par tho 'tshams pas sdug bsngal dang yid mi bde ba skyed pa'i phyir sems can rnams la rnam par tho 'tshams pa'o //	mang bsad ba dang 'ching ba la sogs ba sems can rnams la rnam ba tho mang ba sdug sngal dang yid mi bde ba skyed ba phyir sems can rnams la rnam ba tho mang ba 
T06D4064:160B-13	de ni khong khro ba'i char gtogs pa ste /	de ni khong khro ba char gtogs ba ste 
T06D4064:160B-14	sems can rnams la snying rje med cing sems rtsub pa'o //	sems can rnams la snying rje med cing sems rtsub ba 
T06D4064:160B-15	sems can rnams la rnam par tho 'tshams pa'i las can ni rnam par 'tshe ba zhes bya'o //	sems can rnams la rnam ba tho mang ba las can ni rnam ba mang ba zhes byed 
T06D4064:160B-16	ngo tsha med pa ni kha na ma tho bas bdag la mi 'dzem pa'o //	ngo tsha med ba ni kha na ma tho ba bdag la mi mang ba 
T06D4064:160B-17	las de dag gi cha ma yin par shes bzhin du yang gang kha na ma tho bas mi 'dzem pa de ni ngo tsha med pa ste /	las de 'dag gi cha ma yin ba shes bzhin du yang gang kha na ma tho ba mi mang ba de ni ngo tsha med ba ste 
T06D4064:160B-18	ngo tsha shes pa'i mi mthun pa'i phyogs su gyur pa'o //	ngo tsha shes ba mi mthun ba phyogs su gyur ba 
T06D4064:160B-19	khrel med pa ni kha na ma tho ba gzhan la mi 'dzem pa ste /	'khrel med ba ni kha na ma tho ba gzhan la mi mang ba ste 
T06D4064:160B-20	'jig rten dang bstan bcos dang mi mthun pa'i 'di bdag byed par de ltar khong du chud kyang gang sdig pa byed pa des mi 'dzem pa de ni khrel yod pa'i mi mthun pa'i phyogs su gyur pa ste khrel med pa'o ;	mang rten dang ston 'chos dang mi mthun ba mang bdag byed ba de ltar khong du chud kyang gang sdig ba byed ba des mi mang ba de ni 'khrel yod ba mi mthun ba phyogs su gyur ba ste 'khrel med ba 
T06D4064:160B-21	/ de gnyis ni nyon mongs pa dang nye ba'i nyon mongs pa thams cad kyi grogs byed pa'i las can no //	de gnyis ni nyon mongs ba dang nye ba nyon mongs ba thams cad kyi grogs byed ba las can no 
T06D4064:160B-22	'dod chags dang zhe sdang dang gti mug gi rnam pa bya ba ngan pa thams cad 'byung ba'i rgyu la ji ltar mthun mthun du gdags te /	mang chags dang zhe sdang dang gti mug gi rnam ba byed ba ngan ba thams cad mang ba rgyu la ji ltar mthun mthun du 'dogs te 
T06D4064:161A-0	'dod chags dang zhe sdang ni cig car mi 'byung @161a * //	mang chags dang zhe sdang ni cig car mi mang 
T06D4064:161A-1	ba'i phyir ro //	ba phyir ro 
T06D4064:161A-2	rang gi rgyud ni med do //	rang gi brgyud ni med do 
T06D4064:161A-3	rmugs pa ni sems las su mi rung ba ste slong ba nyid do //	rmugs ba ni sems las su mi rung ba ste slong ba nyid do 
T06D4064:161A-4	slong ba'i dngos po ni slong ba nyid de /	slong ba dngos po ni slong ba nyid de 
T06D4064:161A-5	de dang ldan na sems blun par gyur nas slong bar gyur te /	de dang ldan na sems blun ba gyur nas slong ba gyur te 
T06D4064:161A-6	dmigs pa rtogs par mi nus pa'o //	dmigs ba rtogs ba mi nus ba 
T06D4064:161A-7	'di ni nyon mongs pa dang nye ba'i nyon mongs pa thams cad kyi grogs byed pa'i las can te /	mang ni nyon mongs ba dang nye ba nyon mongs ba thams cad kyi grogs byed ba las can te 
T06D4064:161A-8	gti mug gi cha la btags pas gti mug gi char gtogs pa nyid yin gyi gud na med do //	gti mug gi cha la 'dogs ba gti mug gi char gtogs ba nyid yin gyi 'gud na med do 
T06D4064:161A-9	rgod pa ni sems rnam par ma zhi ba'o //	rgod ba ni sems rnam ba ma zhi ba 
T06D4064:161A-10	rnam par zhi ba ni zhi gnas te /	rnam ba zhi ba ni zhi gnas te 
