segmentnrs	original	stemmed
T06D4064:166B-14	bdag nyid la byed pa 'gal ba'i phyir ro //	bdag nyid la byed ba mang ba phyir ro 
T06D4064:166B-15	mjug thogs su 'byung ba la yang ma yin te /	mjug thogs su mang ba la yang ma yin te 
T06D4064:166B-16	de'i tshe de ma byung ba'i phyir ro //	de tshe de ma 'byung ba phyir ro 
T06D4064:166B-17	ma byung ba ni med pa'i phyir ro //	ma 'byung ba ni med ba phyir ro 
T06D4064:166B-18	byung ba na yang ma yin te /	'byung ba na yang ma yin te 
T06D4064:166B-19	de ni de'i tshe sngar 'gags pa'i phyir ro //	de ni de tshe sngar mang ba phyir ro 
T06D4064:166B-20	sems med pa'i 'gog pa'i snyoms par 'jug pa'i dus na ni 'du byed kyis yongs su bsgos pa'i sems 'byung mi srid pa'i phyir /	sems med ba mang ba snyom ba mang ba dus na ni mang byed kyis yongs su sgo ba sems mang mi srid ba phyir 
T06D4064:166B-21	rnam par shes pa'i rkyen gyis ming dang gzugs med par 'gyur ro //	rnam ba shes ba rkyen gyis ming dang gzugs med ba mang ro 
T06D4064:166B-22	de med pa skye mched drug kyang med par 'gyur ro //	de med ba skye mched drug kyang med ba mang ro 
T06D4064:166B-23	de bzhin du skye ba'i rkyen gyis rga shi'i bar du yang med par 'gyur te /	de bzhin du skye ba rkyen gyis rga 'chi ba du yang med ba mang te 
T06D4064:166B-24	de'i phyir 'khor bar 'jug pa med par 'gyur ro //	de phyir mang ba mang ba med ba mang ro 
T06D4064:166B-25	de lta bas na ma rig pa'i rkyen gyis 'du byed rnams so //	de lta ba na ma rig ba rkyen gyis mang byed rnams so 
T06D4064:166B-26	des bsgos pa'i kun gzhi rnam par shes pa'i 'du byed kyi rkyen gyis rnam par shes pa'o //	des sgo ba kun gzhi rnam ba shes ba mang byed kyi rkyen gyis rnam ba shes ba 
T06D4064:166B-27	de'i rkyen gyis nying mtshams sbyor ba'i tshe ming dang gzugs de tshul 'di la ni nyes pa med do //	de rkyen gyis nying mtshams sbyor ba tshe ming dang gzugs de tshul mang la ni nyes ba med do 
T06D4064:166B-28	'khor pa ldog pa yang kun gzhi rnam par shes pa med na mi rung ste /	mang ba ldog ba yang kun gzhi rnam ba shes ba med na mi rung ste 
T06D4064:166B-29	'khor ba'i rgyu ni las dang nyon mongs pa rnams so //	mang ba rgyu ni las dang nyon mongs ba rnams so 
T06D4064:167A-0	de gnyis @167a * //	de gnyis 
T06D4064:167A-1	las kyang nyon mongs pa ni gtso bo ste /	las kyang nyon mongs ba ni gtso 'bo ste 
T06D4064:167A-2	'di ltar nyon mongs pa'i dbang gis na las kyis yang sred pa 'phen nus par 'gyur gyi gzhan du ni ma yin no //	mang ltar nyon mongs ba dbang gis na las kyis yang sred ba mang nus ba mang gyi gzhan du ni ma yin no 
T06D4064:167A-3	de ltar 'phangs pa'i srid pa yang las dang nyon mongs pa'i dbang gis yang srid par 'gyur te /	de ltar mang ba srid ba yang las dang nyon mongs ba dbang gis yang srid ba mang te 
T06D4064:167A-4	gzhan du ni ma yin no //	gzhan du ni ma yin no 
T06D4064:167A-5	de ltar na gtso bo yin pa'i phyir nyon mongs pa nyid 'khor bar 'jug pa'i rtsa ba ste /	de ltar na gtso 'bo yin ba phyir nyon mongs ba nyid mang ba mang ba rtsa ba ste 
T06D4064:167A-6	de'i phyir de dag spangs nas 'khor ba yang ldog par 'gyur gyi gzhan du ni ma yin no //	de phyir de 'dag spong nas mang ba yang ldog ba mang gyi gzhan du ni ma yin no 
T06D4064:167A-7	kun gzhi rnam par shes pa med par de dag spang du mi rung ngo //	kun gzhi rnam ba shes ba med ba de 'dag spong du mi rung ngo 
T06D4064:167A-8	ji ltar mi rung zhe na /	ji ltar mi rung zhe na 
T06D4064:167A-9	nyon mongs pa mngon du gyur pa'am /	nyon mongs ba mngon du gyur ba 
T06D4064:167A-10	sa bon gyi tshe spong grang na /	sa bon gyi tshe spong grang na 
T06D4064:167A-11	de mngon du gyur pa spong po zhe na ni 'di ni mi 'dod pa nyid do //	de mngon du gyur ba spong po zhe na ni mang ni mi mang ba nyid do 
T06D4064:167A-12	de spong ba'i lam la gnas pa'i phyir sa bon gyi tshe spang du yang mi rung ste /	de spong ba lam la gnas ba phyir sa bon gyi tshe spong du yang mi rung ste 
T06D4064:167A-13	gang la nyon mongs pa'i sa bon gnas pa de dag gnyen pos spong na de'i tshe na ni gnyen po las gzhan ci yang rung ba ma blangs pa'i phyir ro //	gang la nyon mongs ba sa bon gnas ba de 'dag gnyen pos spong na de tshe na ni gnyen po las gzhan ci yang rung ba ma blangs ba phyir ro 
T06D4064:167A-14	ji ste gnyen po'i sems nyid nyon mongs pa'i sa bon dang ldan par 'dod na ni de nyon mongs pa'i sa bon dang ldan pa nyid pas de'i gnyen por 'gyur ba ni mi rigs te /	ji ste gnyen po sems nyid nyon mongs ba sa bon dang ldan ba mang na ni de nyon mongs ba sa bon dang ldan ba nyid ba de gnyen por mang ba ni mi rigs te 
T06D4064:167A-15	nyon mongs pa'i sa bon ma spangs pa rnams kyi 'khor ba ldog pa mi srid do ;	nyon mongs ba sa bon ma spong ba rnams kyi mang ba ldog ba mi srid do 
T06D4064:167A-16	/ de lta bas na gdon mi za bar kun gzhi rnam par shes pa la de las gzhan pa'i rnam par shes pa dang lhan cig 'byung ba'i nyon mongs pa dang /	de lta ba na 'don mi za ba kun gzhi rnam ba shes ba la de las gzhan ba rnam ba shes ba dang lhan cig mang ba nyon mongs ba dang 
T06D4064:167A-17	nye ba'i nyon mongs pa rnams kyis rang gi sa bon gso bar bya ba'i phyir bag chags bsgo bar khas blang po //	nye ba nyon mongs ba rnams kyis rang gi sa bon gso ba byed ba phyir bag chags sgo ba khas blang po 
T06D4064:167A-18	bag chags rnams stobs ji lta ba bzhin du 'jug pa rnyed na rgyur gyur pa'i bye brag thob pa'i sems nyid las nyon mongs pa dang /	bag chags rnams stobs ji lta ba bzhin du mang ba rnyed na rgyur gyur ba 'bye brag 'thob ba sems nyid las nyon mongs ba dang 
T06D4064:167A-19	nye ba'i nyon mongs pa gang dag 'byung ba de dag gi sa bon kun gzhi rnam par shes pa la gnas pa ni de dang lhan cig 'byung ba'i nyon mongs pa'i gnyen po lam gyis sel to //	nye ba nyon mongs ba gang 'dag mang ba de 'dag gi sa bon kun gzhi rnam ba shes ba la gnas ba ni de dang lhan cig mang ba nyon mongs ba gnyen po lam gyis sel to 
T06D4064:167A-20	de bas na gnas de la yang nyon mongs pa rnams mi 'byung bas phung po'i lhag ma dang bcas pa'i mya ngan las 'das pa'i dbyings 'thob po //	de ba na gnas de la yang nyon mongs ba rnams mi mang ba 'phung po lhag ma dang 'cha' ba mya ngan las mang ba dbyings mang po 
T06D4064:167B-0	sngon gyi las kyis 'phangs pa'i tshe ni 'gags la de las gzhan pa'i tshe dang ni nying mtshams mi sbyor bas phung po lhag ma med pa'i mya ngan las 'das pa'i @167b dbyings 'thob ste /	sngon gyi las kyis mang ba tshe ni mang la de las gzhan ba tshe dang ni nying mtshams mi sbyor ba 'phung po lhag ma med ba mya ngan las mang ba dbyings mang ste 
T06D4064:167B-1	las yod du zin kyang nyon mongs pa rnams spangs nas lhan cig byed pa'i rgyu med pa'i phyir yang srid pa mngon par 'grub par byed mi nus so //	las yod du zin kyang nyon mongs ba rnams spong nas lhan cig byed ba rgyu med ba phyir yang srid ba mngon ba mang ba byed mi nus so 
T06D4064:167B-2	de ltar na kun gzhi rnam par shes pa yod na 'khor bar 'jug pa dang ldog par 'gyur gyi /	de ltar na kun gzhi rnam ba shes ba yod na mang ba mang ba dang ldog ba mang gyi 
T06D4064:167B-3	gzhan du ni ma yin te /	gzhan du ni ma yin te 
T06D4064:167B-4	mig la sogs pa'i rnam par shes pa las gud na kun gzhi rnam par shes pa yod la de nyid chos thams cad kyi sa bon dang ldan pa ste /	mig la sogs ba rnam ba shes ba las 'gud na kun gzhi rnam ba shes ba yod la de nyid chos thams cad kyi sa bon dang ldan ba ste 
T06D4064:167B-5	mig la sogs pa'i rnam par shes pa ni ma yin par gdon mi za bar khas blang par bya'o //	mig la sogs ba rnam ba shes ba ni ma yin ba 'don mi za ba khas blang ba byed 
T06D4064:167B-6	rgya cher dpyad pa ni phung po lnga po'i bshad sbyar las rig par bya'o //	rgya cher dpyod ba ni 'phung po lnga po 'chad sbyor las rig ba byed 
T06D4064:167B-7	gal te 'di dag rnam par rig pa tsam yin na ji ltar mdo dang mi 'gal te /	gal te mang 'dag rnam ba rig ba tsam yin na ji ltar mdo dang mi mang te 
T06D4064:167B-8	mdo sde dag las ni kun brtags pa dang /	mdo sde 'dag las ni kun rtog ba dang 
T06D4064:167B-9	gzhan gyi dbang dang /	gzhan gyi dbang dang 
T06D4064:167B-10	yongs su grub pa dang ngo bo nyid gsum gsungs so zhe na /	yongs su 'grub ba dang ngo 'bo nyid gsum gsungs so zhe na 
T06D4064:167B-11	rnam par rig pa tsam nyid la ngo bo nyid gsum rnam par gzhag par 'gal ba med do //	rnam ba rig ba tsam nyid la ngo 'bo nyid gsum rnam ba 'jog ba mang ba med do 
T06D4064:167B-12	ji ltar zhe na de'i phyir //	ji ltar zhe na de phyir 
T06D4064:167B-13	rnam par rtog pa gang gang gis //	rnam ba rtogs ba gang gang gis 
T06D4064:167B-14	dngos po gang gang rnam brtags pa //	dngos po gang gang rnam rtog ba 
T06D4064:167B-15	de nyid kun du brtags pa yi //	de nyid kun du rtog ba yi 
T06D4064:167B-16	ngo bo nyid de de med de //	ngo 'bo nyid de de med de 
T06D4064:167B-17	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:167B-18	nang dang phyi'i dngos po rnam par brtags pa'i bye brag gi rnam par rtog pa mtha' yas pa bstan pa'i phyir /	nang dang phyi dngos po rnam ba rtog ba 'bye brag gi rnam ba rtogs ba mtha yas ba ston ba phyir 
T06D4064:167B-19	rnam par rtog pa gang gang gis //	rnam ba rtogs ba gang gang gis 
T06D4064:167B-20	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:167B-21	dngos po gang gang rnam brtags pa //	dngos po gang gang rnam rtog ba 
T06D4064:167B-22	zhes bya ba ni nang dang phyi'i dngos po ste /	zhes byed ba ni nang dang phyi dngos po ste 
T06D4064:167B-23	tha na sangs rgyas kyi chos kyi bar du yang de nyid kun du brtags pa'i ngo bo nyid de 'dir gtan tshigs smos pa ni /	tha na sangs rgya kyi chos kyi ba du yang de nyid kun du rtog ba ngo 'bo nyid de mang gtan tshigs smos ba ni 
T06D4064:167B-24	de med do zhes bya ba'o //	de med do zhes byed ba 
T06D4064:167B-25	rnam par brtags pa'i yul gyi dngos po gang yin pa de 'di ltar rang bzhin med pas med pa'o //	rnam ba rtog ba yul gyi dngos po gang yin ba de mang ltar rang bzhin med ba med ba 
T06D4064:167B-26	de lta bas na dngos po de ni kun brtags pa'i ngo bo nyid kho na ste /	de lta ba na dngos po de ni kun rtog ba ngo 'bo nyid kho na ste 
T06D4064:167B-27	rgyu dang rkyen la rag las pa'i ngo bo nyid ma yin no //	rgyu dang rkyen la rag las ba ngo 'bo nyid ma yin no 
T06D4064:167B-28	'di ltar dngos po gcig dang de med pa la phan tshun mi mthun pa'i rnam par rtog pa du ma 'jug pa ma mthong ste /	mang ltar dngos po gcig dang de med ba la phan tshun mi mthun ba rnam ba rtogs ba du ma mang ba ma mthong ste 
T06D4064:167B-29	dngos po gcig pa'am /	dngos po gcig ba 
T06D4064:167B-30	de med pa la phan tshun mi mthun pa du ma'i rang bzhin mi rung ngo //	de med ba la phan tshun mi mthun ba du ma rang bzhin mi rung ngo 
T06D4064:167B-31	de bas na 'di dag thams cad rnam par rtog pa tsam nyid de /	de ba na mang 'dag thams cad rnam ba rtogs ba tsam nyid de 
T06D4064:167B-32	don de kun du brtags pa'i ngo bo nyid yin pa'i phyir ro //	don de kun du rtog ba ngo 'bo nyid yin ba phyir ro 
T06D4064:168A-0	mdo sde las kyang rab 'byor ji ltar @168a * //	mdo sde las kyang rab mang ji ltar 
T06D4064:168A-1	byis pa so so'i skye bo rnams mngon par zhen pa de bzhin du chos rnams med do zhes gsungs so //	byis ba so so skye 'bo rnams mngon ba zhen ba de bzhin du chos rnams med do zhes gsungs so 
T06D4064:168A-2	kun brtags pa'i 'og tu gzhan gyi dbang gi ngo bo nyid bshad par bya ste /	kun rtog ba mang tu gzhan gyi dbang gi ngo 'bo nyid 'chad ba byed ste 
T06D4064:168A-3	de'i phyir /	de phyir 
T06D4064:168A-4	gzhan gyi dbang gi ngo bo nyid //	gzhan gyi dbang gi ngo 'bo nyid 
T06D4064:168A-5	rnam rtog yin te rkyen las byung //	rnam rtogs yin te rkyen las 'byung 
