segmentnrs	original	stemmed
T06D4064:156A-24	'di yang nyes par spyod pa legs par sdom pa'i rten byed pa'i las can no //	mang yang nyes ba spyod ba legs ba sdom ba rten byed ba las can no 
T06D4064:156A-25	ma chags pa ni chags pa'i gnyen po'o //	ma chags ba ni chags ba gnyen po 
T06D4064:156A-26	chags pa zhes bya ba ni srid pa dang srid pa'i yo byad rnams la kun tu chags pa dang smon pa gang yin pa'o //	chags ba zhes byed ba ni srid ba dang srid ba yo byad rnams la kun tu chags ba dang smon ba gang yin ba 
T06D4064:156A-27	de'i gnyen po ni ma chags pa ste /	de gnyen po ni ma chags ba ste 
T06D4064:156A-28	srid pa dang srid pa'i yo byad rnams la ma chags pa dang mi phyogs pa'o //	srid ba dang srid ba yo byad rnams la ma chags ba dang mi phyogs ba 
T06D4064:156A-29	'di ni nyes bar spyod pa la mi 'jug pa'i rten byed pa'i las can no //	mang ni nyes ba spyod ba la mi mang ba rten byed ba las can no 
T06D4064:156A-30	zhe sdang med pa ni zhe sdang gi gnyen po ste /	zhe sdang med ba ni zhe sdang gi gnyen po ste 
T06D4064:156A-31	zhe sdang ni sems can rnams dang /	zhe sdang ni sems can rnams dang 
T06D4064:156A-32	sdug bsngal dang sdug bsngal gyi gnas kyi chos rnams la kun nas mnar sems pa'o //	sdug sngal dang sdug sngal gyi gnas kyi chos rnams la kun nas mnar sems ba 
T06D4064:156A-33	zhe sdang med pa ni zhe sdang gi gnyen po yin pas sems can rnams dang /	zhe sdang med ba ni zhe sdang gi gnyen po yin ba sems can rnams dang 
T06D4064:156B-0	sdug bsngal @156b ba dang sdug bsngal gyi gnas kyi chos rnams la kun nas mnar sems med pa'o //	sdug sngal ba dang sdug sngal gyi gnas kyi chos rnams la kun nas mnar sems med ba 
T06D4064:156B-1	'di yang nyes par spyod pa la mi 'jug pa'i rten byed pa'i las can no //	mang yang nyes ba spyod ba la mi mang ba rten byed ba las can no 
T06D4064:156B-2	gti mug med pa ni gti mug gi gnyen po ste /	gti mug med ba ni gti mug gi gnyen po ste 
T06D4064:156B-3	yang dag pa ji lta ba bzhin du yang dag par rtogs pa'o //	yang 'dag ba ji lta ba bzhin du yang 'dag ba rtogs ba 
T06D4064:156B-4	gti mug ni las dang 'bras bu dang /	gti mug ni las dang mang bu dang 
T06D4064:156B-5	bden pa dang /	bden ba dang 
T06D4064:156B-6	dkon mchog rnams mi shes pa'o //	dkon(d) mchog rnams mi shes ba 
T06D4064:156B-7	gti mug gi gnyen po yin pas gti mug med pa ni las dang 'bras bu dang /	gti mug gi gnyen po yin ba gti mug med ba ni las dang mang bu dang 
T06D4064:156B-8	bden pa dang /	bden ba dang 
T06D4064:156B-9	dkon mchog de dag yang dag par rtogs pa ste /	dkon(d) mchog de 'dag yang 'dag ba rtogs ba ste 
T06D4064:156B-10	'di yang nyes par spyod pa la mi 'jug pa'i rten byed pa'i las can no //	mang yang nyes ba spyod ba la mi mang ba rten byed ba las can no 
T06D4064:156B-11	brtson 'grus ni le lo'i gnyen po ste /	brtson mang ni le lo gnyen po ste 
T06D4064:156B-12	dge ba la sems mngon par spro ba yin gyi /	dge ba la sems mngon ba spro ba yin gyi 
T06D4064:156B-13	nyon mongs pa can la ni ma yin no //	nyon mongs ba can la ni ma yin no 
T06D4064:156B-14	nyon mongs pa can la spro ba ni le lo yin pas le lo nyid do //	nyon mongs ba can la spro ba ni le lo yin ba le lo nyid do 
T06D4064:156B-15	'di ni dge ba'i phyogs yongs su rdzogs par byed ba dang /	mang ni dge ba phyogs yongs su rdzogs ba byed ba dang 
T06D4064:156B-16	yongs su sgrub pa'i las can no //	yongs su sgrub ba las can no 
T06D4064:156B-17	shin tu sbyangs pa ni gnas ngan len gyi gnyen po ste /	shin tu sbyong ba ni gnas ngan len gyi gnyen po ste 
T06D4064:156B-18	lus dang sems las su rung ba nyid do //	lus dang sems las su rung ba nyid do 
T06D4064:156B-19	gnas ngan len gyi lus dang sems las su mi rung ba nyid dang /	gnas ngan len gyi lus dang sems las su mi rung ba nyid dang 
T06D4064:156B-20	kun nas nyon mongs pa'i chos kyi sa bon rnams te /	kun nas nyon mongs ba chos kyi sa bon rnams te 
T06D4064:156B-21	de med na shin tu sbyangs pa yod ba'i phyir ro //	de med na shin tu sbyong ba yod ba phyir ro 
T06D4064:156B-22	de la lus las su rung ba ni lus rang gi dgos pa rnams la ldang ba yang ba gang las 'byung ba'o //	de la lus las su rung ba ni lus rang gi dgos ba rnams la ldang ba yang ba gang las mang ba 
T06D4064:156B-23	sems las su rung ba ni yang dag pa yid la byed pa la zhugs pa'i sems kyi sim pa dang /	sems las su rung ba ni yang 'dag ba yid la byed ba la 'jug ba sems kyi sim ba dang 
T06D4064:156B-24	yang ba'i rgyu sems las byung ba chos gzhan du gyur pa gang yin pa ste /	yang ba rgyu sems las 'byung ba chos gzhan du gyur ba gang yin ba ste 
T06D4064:156B-25	de dang ldan na dmigs pa la sems thogs pa med par 'jug pas de'i phyir sems las su rung ba zhes bya'o //	de dang ldan na dmigs ba la sems thogs ba med ba mang ba de phyir sems las su rung ba zhes byed 
T06D4064:156B-26	lus kyi reg bya'i khyad par dga' bas zin pa la lus shin tu sbyangs par rig par bya ste /	lus kyi reg byed khyad ba dga ba zin ba la lus shin tu sbyong ba rig ba byed ste 
T06D4064:156B-27	yid dga' na lus shin tu sbyangs par 'gyur ro zhes mdo las 'byung ba'i phyir ro //	yid dga na lus shin tu sbyong ba mang ro zhes mdo las mang ba phyir ro 
T06D4064:156B-28	'di ni de'i dbang gis gnas gyur pas nyon mongs pa'i sgrib pa ma lus par sel ba'i las can no //	mang ni de dbang gis gnas gyur ba nyon mongs ba sgrib ba ma lus ba sel ba las can no 
T06D4064:156B-29	bag yod bcas ni bag yod pa dang bcas pas bag yod bcas pa ste /	bag yod 'cha' ni bag yod ba dang 'cha' ba bag yod 'cha' ba ste 
T06D4064:156B-30	de yang gang zhe na /	de yang gang zhe na 
T06D4064:156B-31	btang snyoms so //	gtong snyom so 
T06D4064:156B-32	de ci'i phyir zhe na /	de ci phyir zhe na 
T06D4064:157A-0	gcig tu dge ba dang 'dir dge ba thams cad bshad pa'i @157a * //	gcig tu dge ba dang mang dge ba thams cad 'chad ba 
T06D4064:157A-1	skabs yin pa dang /	skabs yin ba dang 
T06D4064:157A-2	dad pa la sogs pa bzhin du mngon du ma smos pa dang /	dad ba la sogs ba bzhin du mngon du ma smos ba dang 
T06D4064:157A-3	dge ba lhag pa gzhan med pa'i phyir /	dge ba lhag ba gzhan med ba phyir 
T06D4064:157A-4	btang snyoms nyid la bya bar mngon no //	gtong snyom nyid la byed ba mngon no 
T06D4064:157A-5	de la bag yod pa ni bag med pa'i gnyen po'o //	de la bag yod ba ni bag med ba gnyen po 
T06D4064:157A-6	ma chags ba nas brtson 'grus kyi bar ni bag yod pa ste /	ma chags ba nas brtson mang kyi ba ni bag yod ba ste 
T06D4064:157A-7	gang ma chags pa la sogs pa la gnas nas mi dge ba'i chos rnams spod zhing de'i gnyen po dge ba'i chos rnams kyang sgom pa ma chags pa la sogs pa de dag ni bag yod pa'o //	gang ma chags ba la sogs ba la gnas nas mi dge ba chos rnams spod zhing de gnyen po dge ba chos rnams kyang sgom ba ma chags ba la sogs ba de 'dag ni bag yod ba 
T06D4064:157A-8	de bas na bag med pa'i gnyen po nyid de /	de ba na bag med ba gnyen po nyid de 
T06D4064:157A-9	bag med pa ni 'di las zlog pa'i phyir ro //	bag med ba ni mang las zlog ba phyir ro 
T06D4064:157A-10	de ni 'jig rten ba dang /	de ni mang rten ba dang 
T06D4064:157A-11	'jig rten las 'das pa'i phun sum tshogs pa thams cad yongs su rdzogs par byed pa'i las can no //	mang rten las mang ba phun sum tshogs ba thams cad yongs su rdzogs ba byed ba las can no 
T06D4064:157A-12	btang snyoms ni sems mnyam pa nyid dang /	gtong snyom ni sems mnyam ba nyid dang 
T06D4064:157A-13	sems rnal du 'jug pa nyid dang /	sems rnal du mang ba nyid dang 
T06D4064:157A-14	sems lhun gyis grub pa nyid de /	sems lhun gyis 'grub ba nyid de 
T06D4064:157A-15	tshig 'di gsum gyis btang snyoms kyi thog ma dang /	tshig mang gsum gyis gtong snyom kyi thogs ma dang 
T06D4064:157A-16	bar dang /	ba dang 
T06D4064:157A-17	tha ma'i dus bstan to //	tha ma dus ston to 
T06D4064:157A-18	'di la bying ba dang /	mang la 'bying ba dang 
T06D4064:157A-19	rgod pa ni sems mi mnyam ba ste /	rgod ba ni sems mi mnyam ba ste 
T06D4064:157A-20	de med pas thog mar sems mnyam pa nyid do //	de med ba thogs mar sems mnyam ba nyid do 
T06D4064:157A-21	de'i 'og tu mngon par 'du bya ba med cing bsgrim mi dgos par mnyam par gzhag pa'i sems ci rigs par mnyam ba nyid du 'jug ba ni rnal du 'dug pa nyid do //	de mang tu mngon ba mang byed ba med cing sgrim mi dgos ba mnyam ba 'jog ba sems ci rigs ba mnyam ba nyid du mang ba ni rnal du mang ba nyid do 
T06D4064:157A-22	de'i dus na bsgoms nas ring por ma lon pa'i phyir bying ba dang rgod pa 'byung bar dogs pa dang ldan no //	de dus na sgom nas ring por ma lon ba phyir 'bying ba dang rgod ba mang ba dogs ba dang ldan no 
T06D4064:157A-23	de'i 'og tu bsgom ba khyad zhugs par gyur pas de'i mi mthun pa'i phyogs thag ring du gyur ba'i phyir dgos pa med de /	de mang tu bsgom ba khyad 'jug ba gyur ba de mi mthun ba phyogs thag ring du gyur ba phyir dgos ba med de 
T06D4064:157A-24	byid ba dang rgod pa ni gnyen po'i rgyu rnams la rtsol ba mi byed par lhun gyis grub pa'i dus na sems lhun gyis grub ba nyid de /	'byid ba dang rgod ba ni gnyen po rgyu rnams la rtsol ba mi byed ba lhun gyis 'grub ba dus na sems lhun gyis 'grub ba nyid de 
T06D4064:157A-25	'di ni nyon mongs pa dang /	mang ni nyon mongs ba dang 
T06D4064:157A-26	nye ba'i nyon mongs pa thams cad kyi skabs mi 'byed pa'i rten byed pa'i las can no //	nye ba nyon mongs ba thams cad kyi skabs mi mang ba rten byed ba las can no 
T06D4064:157A-27	rnam par mi 'tshe ba ni rnam par 'tshe ba'i gnyen po ste /	rnam ba mi mang ba ni rnam ba mang ba gnyen po ste 
T06D4064:157A-28	gsod pa dang 'ching ba la sogs pas sems can rnams la rnam par tho mi 'tshams bas mi 'tshe ba ste /	gsod ba dang mang ba la sogs ba sems can rnams la rnam ba tho mi mang ba mi mang ba ste 
T06D4064:157A-29	sems can rnams la snying rje ba //	sems can rnams la snying rje ba 
