segmentnrs	original	stemmed
T06D4064:158A-10	'di ni bdag gi'o zhes de dang de'i khyad par gyis bdag khengs shing gzhan dag las lhag par rlom sems pa'o //	mang ni bdag gi zhes de dang de khyad ba gyis bdag kheng shing gzhan 'dag las lhag ba rlom sems ba 
T06D4064:158A-11	de ni mi gus pa dang sdug bsngal 'byung ba'i rten byed pa'i las can no //	de ni mi gus ba dang sdug sngal mang ba rten byed ba las can no 
T06D4064:158A-12	mi gus pa ni bla ma rnams dang /	mi gus ba ni bla ma rnams dang 
T06D4064:158A-13	gang zag yon tan can rnams la 'gying zhing lus dang ngag gi sri zhu med pa'o //	gang zag yon tan can rnams la mang zhing lus dang ngag gi sri 'ju med ba 
T06D4064:158A-14	sdug bsngal 'byung ba ni 'dir yang srid pa 'byung ba'o //	sdug sngal mang ba ni mang yang srid ba mang ba 
T06D4064:158A-15	de ni sems nges pa'i rang gi ngo bor bye brag med kyang sems khengs pa'i rgyu'i bye brag gis rnam pa bdun du tha dad de /	de ni sems nges ba rang gi ngo 'bor 'bye brag med kyang sems kheng ba rgyu 'bye brag gis rnam ba bdun du tha dad de 
T06D4064:158A-16	nga rgyal dang che ba'i nga rgyal zhes bya ba la sogs pa'o //	nga rgyal dang che ba nga rgyal zhes byed ba la sogs ba 
T06D4064:158A-17	rigs dang shes rgya dang nor la sogs pas dma' babs kyang rigs dang shes rgya dang nor rnams kyis bdag che'o snyam du sems khengs pa gang yin pa'am /	rigs dang shes rgya dang nor la sogs ba dma 'bab kyang rigs dang shes rgya dang nor rnams kyis bdag che snyam du sems kheng ba gang yin ba 
T06D4064:158A-18	rigs la sogs pas mtshungs pa nyid la bdag dang mtshungs so snyam du sems khengs ba gang yin pa de ni nga rgyal lo //	rigs la sogs ba mtshungs ba nyid la bdag dang mtshungs so snyam du sems kheng ba gang yin ba de ni nga rgyal lo 
T06D4064:158A-19	che ba'i nga rgyal ni rigs dang shes rgya dang nor la sogs pa mtshungs ba bas gtong ba dang tshul khrims dang nyams rtsal la sogs pas bdag che'o snyam pa'am /	che ba nga rgyal ni rigs dang shes rgya dang nor la sogs ba mtshungs ba ba gtong ba dang tshul khrims dang nyams rtsal la sogs ba bdag che snyam ba 
T06D4064:158A-20	rigs dang nor dang rigs pa la sogs pas che ba la shes rgya dang nor la sogs pas bdag mtshungs so snyam pa ste /	rigs dang nor dang rigs ba la sogs ba che ba la shes rgya dang nor la sogs ba bdag mtshungs so snyam ba ste 
T06D4064:158A-21	'di ni che ba'i nga rgyal lo //	mang ni che ba nga rgyal lo 
T06D4064:158A-22	rigs dang shes rgya dang nor rnams kyi che ba bas kyang rigs dang shes rgya dang nor la sogs pas bdag che'o snyam du sems khengs pa gang yin pa 'di ni nga rgyal las kyang nga rgyal lo //	rigs dang shes rgya dang nor rnams kyi che ba ba kyang rigs dang shes rgya dang nor la sogs ba bdag che snyam du sems kheng ba gang yin ba mang ni nga rgyal las kyang nga rgyal lo 
T06D4064:158B-0	nga'o @158b snyam pa'i nga rgyal ni nye bar len pa'i phung po lnga po bdag dang bdag gi med pa rnams la bdag dang bdag gir mngon par zhen nas sems khengs pa gang yin pa ste /	nga snyam ba nga rgyal ni nye ba len ba 'phung po lnga po bdag dang bdag gi med ba rnams la bdag dang bdag gir mngon ba zhen nas sems kheng ba gang yin ba ste 
T06D4064:158B-1	'di ni nga'o snyam pa'i nga rgyal lo //	mang ni nga snyam ba nga rgyal lo 
T06D4064:158B-2	mngon pa'i nga rgyal ni gong ma'i khyad par thob par bya bar thob par bdag gis thob po snyam du sems khengs pa gang yin pa ste /	mngon ba nga rgyal ni gong ma khyad ba 'thob ba byed ba 'thob ba bdag gis 'thob po snyam du sems kheng ba gang yin ba ste 
T06D4064:158B-3	'di ni mngon pa'i nga rgyal lo //	mang ni mngon ba nga rgyal lo 
T06D4064:158B-4	cung zad snyam pa'i nga rgyal ni rigs dang rigs pa la sogs pas khyed che bar 'phags pa bas rigs dang rigs pa la sogs pas cung zad cig gis bdag chung ngo snyam du sems khengs pa gang yin pa ste /	cung zad snyam ba nga rgyal ni rigs dang rigs ba la sogs ba 'khyed che ba mang ba ba rigs dang rigs ba la sogs ba cung zad cig gis bdag chung ngo snyam du sems kheng ba gang yin ba ste 
T06D4064:158B-5	'di ni cung zad snyam pa'i nga rgyal lo //	mang ni cung zad snyam ba nga rgyal lo 
T06D4064:158B-6	log pa'i nga rgyal ni yon tan ma yin pa dang ldan la bdag yon tan dang ldan no snyam du sems khengs pa gang yin pa ste /	log ba nga rgyal ni yon tan ma yin ba dang ldan la bdag yon tan dang ldan no snyam du sems kheng ba gang yin ba ste 
T06D4064:158B-7	'di ni log pa'i nga rgyal lo //	mang ni log ba nga rgyal lo 
T06D4064:158B-8	yon tan ma yin pa ni 'chal ba'i tshul khrims la sogs pa ste /	yon tan ma yin ba ni mang ba tshul khrims la sogs ba ste 
T06D4064:158B-9	de dag su la yod pa de yon tan ma yin pa dang ldan pa'o //	de 'dag su la yod ba de yon tan ma yin ba dang ldan ba 
T06D4064:158B-10	de bas na bdag yon tan dang ldan no snyam pa des sbyin ba dang tshul khrims la sogs pa med bar yon tan de dang ldan pa nyid du khas blangs pa yin no //	de ba na bdag yon tan dang ldan no snyam ba des sbyin ba dang tshul khrims la sogs ba med ba yon tan de dang ldan ba nyid du khas blangs ba yin no 
T06D4064:158B-11	de'i phyir dngos po med bas na log pa'i nga rgyal zhes bya'o //	de phyir dngos po med ba na log ba nga rgyal zhes byed 
T06D4064:158B-12	lta ba zhes bya ba ni spyir bshad du zin kyang nyon mongs par gtogs pas nyon mongs pa'i bdag nyid lnga kho na ste /	lta ba zhes byed ba ni spyir 'chad du zin kyang nyon mongs ba gtogs ba nyon mongs ba bdag nyid lnga kho na ste 
T06D4064:158B-13	'jig tshogs la lta ba la sogs pa'i lta ba dang sbyar gyi 'jig rten gyi yang dag par lta ba dang /	mang tshogs la lta ba la sogs ba lta ba dang sbyor gyi mang rten gyi yang 'dag ba lta ba dang 
T06D4064:158B-14	zag pa med ba'i lta ba ni ma yin no //	zag ba med ba lta ba ni ma yin no 
T06D4064:158B-15	de dag ni nyon mongs pa can dang /	de 'dag ni nyon mongs ba can dang 
T06D4064:158B-16	rtog pa'i tshul du bye brag med kyang dmigs pa dang rnam pa'i bye brag gis phan tshun tha dad do //	rtogs ba tshul du 'bye brag med kyang dmigs ba dang rnam ba 'bye brag gis phan tshun tha dad do 
T06D4064:158B-17	de la 'jig tshogs la lta ba ni nye bar len pa'i phung po lnga po rnams la gang bdag dang bdag gir lta ba'o //	de la mang tshogs la lta ba ni nye ba len ba 'phung po lnga po rnams la gang bdag dang bdag gir lta ba 
T06D4064:158B-18	mthar 'dzin par lta ba ni nye bar len pa'i phung po lnga po la bdag tu bzung ba de dag nyid la gang chad pa'am /	mthar mang ba lta ba ni nye ba len ba 'phung po lnga po la bdag tu bzung ba de 'dag nyid la gang 'chad ba 
T06D4064:158B-19	rtag par lta ba'o //	rtag ba lta ba 
T06D4064:158B-20	log par lta ba ni lta ba gang gi rgyu'am 'bras bu'am /	log ba lta ba ni lta ba gang gi rgyu mang bu 
T06D4064:158B-21	byed pa la skur pa 'debs pa'am /	byed ba la skur ba mang ba 
T06D4064:158B-22	dngos po yod pa 'jig par byed pa ste /	dngos po yod ba mang ba byed ba ste 
T06D4064:158B-23	'di ni lta ba thams cad kyi nang na sdig pa yin pas log par lta ba zhes bya'o //	mang ni lta ba thams cad kyi nang na sdig ba yin ba log ba lta ba zhes byed 
T06D4064:159A-0	lta ba mchog tu 'dzin pa ni nye bar len pa'i phung po lnga po @159a * //	lta ba mchog tu mang ba ni nye ba len ba 'phung po lnga po 
T06D4064:159A-1	rnams la mchog dang khyad par du 'phags pa dang gtso bo dang dam par lta ba gang yin pa'o //	rnams la mchog dang khyad ba du mang ba dang gtso 'bo dang dam ba lta ba gang yin ba 
T06D4064:159A-2	tshul khrims dang brtul zhugs mchog tu 'dzin pa ni nye bar len pa'i phung po lnga rnams la dag pa dang grol ba dang nges par 'byin par lta ba'o //	tshul khrims dang brtul 'jug mchog tu mang ba ni nye ba len ba 'phung po lnga rnams la 'dag ba dang grol ba dang nges ba mang ba lta ba 
T06D4064:159A-3	the tshom ni las dang 'bras bu dang /	the tshom ni las dang mang bu dang 
T06D4064:159A-4	bden pa dang dkon mchog rnams la yid gnyis za ba ste /	bden ba dang dkon(d) mchog rnams la yid gnyis za ba ste 
T06D4064:159A-5	yod dam med snyam du blo sna tshogs byed pa ni yid gnyis so //	yod dam med snyam du blo sna tshogs byed ba ni yid gnyis so 
T06D4064:159A-6	'di ni shes rab las rang bzhin gzhan nyid do //	mang ni shes rab las rang bzhin gzhan nyid do 
T06D4064:159A-7	nyon mongs pa drug bshad zin to /	nyon mongs ba drug 'chad zin to 
T06D4064:159A-8	"//
 / kham po gnyis pa ste tha ma'o //"	kham po gnyis ba ste tha ma 
T06D4064:159A-9	de'i 'og tu bstan pa nye ba'i nyon mongs pa rnams bshad pa'i phyir /	de mang tu ston ba nye ba nyon mongs ba rnams 'chad ba phyir 
T06D4064:159A-10	khro dang khon du 'dzin pa dang //	khro dang khon du mang ba dang 
T06D4064:159A-11	'chab dang 'tshig dang phrag dog dang //	mang dang mang dang phrag dog dang 
T06D4064:159A-12	ser sna dang ni sgyur bcas dang //	ser sna dang ni sgyur 'cha' dang 
T06D4064:159A-13	g-yo rgyags rnam 'tshe ngo tsha med //	g-yo rgyags rnam mang ngo tsha med 
T06D4064:159A-14	khrel med rmugs dang rgod pa dang //	'khrel med rmugs dang rgod ba dang 
T06D4064:159A-15	ma dad pa dang le lo dang //	ma dad ba dang le lo dang 
T06D4064:159A-16	bag med pa dang brjed ngas dang //	bag med ba dang brjed ngas dang 
T06D4064:159A-17	rnam g-yengs shes bzhin ma yin dang //	rnam g-yengs shes bzhin ma yin dang 
T06D4064:159A-18	'gyod dang gnyid kyang de bzhin te //	mang dang rnyid kyang de bzhin te 
T06D4064:159A-19	rtog pa dang ni dpyod pa dang //	rtogs ba dang ni dpyod ba dang 
T06D4064:159A-20	nye ba'i nyon mongs gnyis rnam gnyis //	nye ba nyon mongs gnyis rnam gnyis 
T06D4064:159A-21	zhes bya ba smos so //	zhes byed ba smos so 
