segmentnrs	original	stemmed
T06D4064:163B-4	gang de ma thag pa'i rkyen so sor nges pa med pa la lnga po rnams cig car dmigs pa'i rkyen dang phrad kyang gcig kho na la 'byung bar 'gyur gyi /	gang de ma thag ba rkyen so sor nges ba med ba la lnga po rnams cig car dmigs ba rkyen dang 'phrad kyang gcig kho na la mang ba mang gyi 
T06D4064:163B-5	lnga char ma yin no zhes bya ba 'di la gtan tshigs ci zhig yod /	lnga char ma yin no zhes byed ba mang la gtan tshigs ci 'jig yod 
T06D4064:163B-6	de lta bas na dmigs pa yod na lnga char 'byung ba'am /	de lta ba na dmigs ba yod na lnga char mang ba 
T06D4064:163B-7	yang na mi 'byung bar khas blangs dgos so //	yang na mi mang ba khas blangs dgos so 
T06D4064:163B-8	da ni 'di brjod par bya ste /	da ni mang rjod ba byed ste 
T06D4064:163B-9	ci yid kyi rnam par shes pa mig la sogs pa'i rnam par shes pa dag dang lhan cig 'byung ngam /	ci yid kyi rnam ba shes ba mig la sogs ba rnam ba shes ba 'dag dang lhan cig mang ngam 
T06D4064:163B-10	'on te de dag med kyang 'byung snyam pa la de'i phyir /	mang te de 'dag med kyang mang snyam ba la de phyir 
T06D4064:163B-11	yid kyi rnam shes 'byung ba ni //	yid kyi rnam shes mang ba ni 
T06D4064:163B-12	rtag tu'o 'du shes med pa dang //	rtag tu mang shes med ba dang 
T06D4064:163B-13	snyoms bar 'jug pa rnam gnyis dang //	snyom ba mang ba rnam gnyis dang 
T06D4064:163B-14	sems med gnyid dang brgyal ma gtogs //	sems med rnyid dang brgyal ma gtogs 
T06D4064:163B-15	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:163B-16	rtag tu zhes bya ba ni dus thams cad de /	rtag tu zhes byed ba ni dus thams cad de 
T06D4064:163B-17	mig la sogs pa'i rnam par shes pa dang lhan cig pa dang de ma yin pa zhes bya ba'i tha tshig go //	mig la sogs ba rnam ba shes ba dang lhan cig ba dang de ma yin ba zhes byed ba tha tshig go 
T06D4064:163B-18	phyir btang ba 'di'i dmigs kyis bsal ba rtsom ste /	phyir gtong ba mang dmigs kyis bsal ba rtsom ste 
T06D4064:163B-19	'du shes med pa dang /	mang shes med ba dang 
T06D4064:163B-20	snyoms par 'jug pa rnam pa gnyis dang /	snyom ba mang ba rnam ba gnyis dang 
T06D4064:163B-21	sems med gnyid dang brgyal ma gtogs //	sems med rnyid dang brgyal ma gtogs 
T06D4064:163B-22	de la 'du shes med pa pa ni 'du shes med pa'i sems can lha rnams kyi nang du skyes pa'i sems dang sems las byung ba'i chos rnams gang 'gog pa'o //	de la mang shes med ba ba ni mang shes med ba sems can lha rnams kyi nang du skye ba sems dang sems las 'byung ba chos rnams gang mang ba 
T06D4064:163B-23	snyoms par 'jug pa rnam pa gnyis ni /	snyom ba mang ba rnam ba gnyis ni 
T06D4064:163B-24	'du shes med pa'i snyoms par 'jug pa dang /	mang shes med ba snyom ba mang ba dang 
T06D4064:163B-25	'gog pa'i snyoms par 'jug pa'o //	mang ba snyom ba mang ba 
T06D4064:163B-26	de la 'du shes med pa'i snyoms par 'jug pa ni bsam gtan gsum pa'i 'dod chags dang bral la gong ma'i 'dod chags dang ma bral ba 'byung ba'i 'du shes sngon du btang ba'i yid la byed pas yid kyi rnam par shes pa dang de dang mtshungs par ldan pa'i sems las byung ba rnams gang 'gog pa ste /	de la mang shes med ba snyom ba mang ba ni bsam gtan gsum ba mang chags dang 'bral la gong ma mang chags dang ma 'bral ba mang ba mang shes sngon du gtong ba yid la byed ba yid kyi rnam ba shes ba dang de dang mtshungs ba ldan ba sems las 'byung ba rnams gang mang ba ste 
T06D4064:163B-27	de ni 'dir 'du shes med pa'i snyoms par 'jug pa zhes bya'o //	de ni mang mang shes med ba snyom ba mang ba zhes byed 
T06D4064:163B-28	'dis 'gog par 'gyur bas 'gog pa'o //	mang mang ba mang ba mang ba 
T06D4064:164A-0	de yang yid @164a * //	de yang yid 
T06D4064:164A-1	kyi rnam par shes pa mtshungs par ldan pa dang bcas pa'i mi 'byung bar 'gog pa ste /	kyi rnam ba shes ba mtshungs ba ldan ba dang 'cha' ba mi mang ba mang ba ste 
T06D4064:164A-2	gnas kyi gnas skabs kyi bye brag go //	gnas kyi gnas skabs kyi 'bye brag go 
T06D4064:164A-3	snyoms par 'jug pa de yang sems kyi 'og tu sems gzhan 'byung ba dang /	snyom ba mang ba de yang sems kyi mang tu sems gzhan mang ba dang 
T06D4064:164A-4	mi mthun pa'i gnas thob par byed pas snyoms par 'jug pa zhes bya'o //	mi mthun ba gnas 'thob ba byed ba snyom ba mang ba zhes byed 
T06D4064:164A-5	'gog pa'i snyoms par 'jug pa ni ci yang med pa'i skye mched kyi 'dod chags dang bral ba zhi bar gnas pa'i 'du shes sngon du btang ba'i yid la byed pas yid kyi rnam par shes pa dang /	mang ba snyom ba mang ba ni ci yang med ba skye mched kyi mang chags dang 'bral ba zhi ba gnas ba mang shes sngon du gtong ba yid la byed ba yid kyi rnam ba shes ba dang 
T06D4064:164A-6	nyon mongs ba can gyi yid mtshungs par ldan pa dang bcas pa gang 'gog pa ste /	nyon mongs ba can gyi yid mtshungs ba ldan ba dang 'cha' ba gang mang ba ste 
T06D4064:164A-7	'di yang 'du shes med pa'i snyoms par 'jug pa bzhin du gnas kyi gnas skabs kyi bye brag la gdags so //	mang yang mang shes med ba snyom ba mang ba bzhin du gnas kyi gnas skabs kyi 'bye brag la 'dogs so 
T06D4064:164A-8	sems med pa'i gnyid ni gnas pa nyid stug pos non pa'i phyir dus de srid cig tu yid kyi rnam par shes pa mi 'byung bas sems med pa zhes bya'o //	sems med ba rnyid ni gnas ba nyid stug pos non ba phyir dus de srid cig tu yid kyi rnam ba shes ba mi mang ba sems med ba zhes byed 
T06D4064:164A-9	sems med pa'i brgyal ba ni glo bur du snang ba dang /	sems med ba brgyal ba ni glo bur du snang ba dang 
T06D4064:164A-10	rlung dang mkhris pa dang bad kan ma mnyam pa ste /	rlung dang mkhris ba dang bad kan ma mnyam ba ste 
T06D4064:164A-11	gnas ma mnyam pas yid kyi rnam par shes pa 'byung ba dang mi mthun pa gang yin pa de la sems med pa'i brgyal ba zhes nye bar 'dogs so //	gnas ma mnyam ba yid kyi rnam ba shes ba mang ba dang mi mthun ba gang yin ba de la sems med ba brgyal ba zhes nye ba mang so 
T06D4064:164A-12	gnas skabs lnga po de dag las ma gtogs pa de ma yin pa'i dus thams cad du yid kyi rnam par shes pa 'byung bar rig par bya'o //	gnas skabs lnga po de 'dag las ma gtogs ba de ma yin ba dus thams cad du yid kyi rnam ba shes ba mang ba rig ba byed 
T06D4064:164A-13	de ltar 'du shes med pa la sogs pa rnam par shes pa 'gags te med par gyur pa de phyis ci las 'byung na gang gi phyir de dag 'chi ba'i dus byed par mi 'gyur zhe na /	de ltar mang shes med ba la sogs ba rnam ba shes ba mang te med ba gyur ba de 'byid ci las mang na gang gi phyir de 'dag mang ba dus byed ba mi mang zhe na 
T06D4064:164A-14	de ni kun gzhi rnam par shes pa nyid las 'byung ste /	de ni kun gzhi rnam ba shes ba nyid las mang ste 
T06D4064:164A-15	de yang rnam par shes pa thams cad kyi sa bon can no //	de yang rnam ba shes ba thams cad kyi sa bon can no 
T06D4064:164A-16	rnam par shes pa gyur pa gang la bdag dang chos nye bar 'dogs pa de rnam pa gsum du bstan brgya cher rnam pa gsum du bshad zin to /	rnam ba shes ba gyur ba gang la bdag dang chos nye ba mang ba de rnam ba gsum du ston brgya cher rnam ba gsum du 'chad zin to 
T06D4064:164A-17	"//
 / da ni bdag dang chos su nye bar 'dogs pa 'byung ba gang yin pa de rnam par shes pa gyur ba nyid de /"	da ni bdag dang chos su nye ba mang ba mang ba gang yin ba de rnam ba shes ba gyur ba nyid de 
T06D4064:164A-18	rnam par shes pa gyur ba las gud na bdag dang chos med do zhes gang dam bcas pa de rab tu bsgrub pa'i phyir /	rnam ba shes ba gyur ba las 'gud na bdag dang chos med do zhes gang dam 'cha' ba de rab tu sgrub ba phyir 
T06D4064:164A-19	rnam par shes pa gyur pa 'di //	rnam ba shes ba gyur ba mang 
T06D4064:164A-20	rnam rtog yin te de yis gang //	rnam rtogs yin te de yis gang 
T06D4064:164B-0	rnam pa rtags de med des na @164b 'dis //	rnam ba rtags de med des na mang 
T06D4064:164B-1	thams cad rnam par rig pa tsam //	thams cad rnam ba rig ba tsam 
T06D4064:164B-2	zhes bya ba smos so //	zhes byed ba smos so 
T06D4064:164B-3	rnam par shes pa gyur pa rnam gsum bshad ma thag pa gang yin pa de ni rnam par rtog pa'o //	rnam ba shes ba gyur ba rnam gsum 'chad ma thag ba gang yin ba de ni rnam ba rtogs ba 
T06D4064:164B-4	sgro btags pa'i don gyi rnam pa khams gsum pa'i sems dang sems las byung ba ni rnam par rtog pa zhes bya ste /	sgro 'dogs ba don gyi rnam ba khams gsum ba sems dang sems las 'byung ba ni rnam ba rtogs ba zhes byed ste 
T06D4064:164B-5	ji skad du ;	ji skad du 
T06D4064:164B-6	yang dag ma yin kun rtog ni //	yang 'dag ma yin kun rtogs ni 
T06D4064:164B-7	sems dang sems byung khams gsum pa //	sems dang sems 'byung khams gsum ba 
T06D4064:164B-8	zhes bshad pa lta bu'o //	zhes 'chad ba lta bu 
T06D4064:164B-9	rnam par rtog pa rnam pa gsum po kun gzhi rnam par shes pa dang nyon mongs pa can gyi yid dang /	rnam ba rtogs ba rnam ba gsum po kun gzhi rnam ba shes ba dang nyon mongs ba can gyi yid dang 
T06D4064:164B-10	'jug pa'i rnam par shes pa'i rang bzhin mtshungs par ldan pa dang bcas pa des gang rnam par brtags pa snod dang /	mang ba rnam ba shes ba rang bzhin mtshungs ba ldan ba dang 'cha' ba des gang rnam ba rtog ba snod dang 
T06D4064:164B-11	bdag dang /	bdag dang 
