/home/basti/code/dvarapandita/data/jna020_vyc:0	[161,2-178,6] || vyāpticarcā ||	vyApti NC Case=Cpd # carcA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:19	[161,21] pṛṣṭabhāvī vikalpo dṛṣṭe bhede 'bhedam avasyati | tad eva sāmānyam | evam api vikalpānāṃ	pracC PPP Case=Cpd|VerbForm=PPP # BAvin JJ Case=Nom|Number=1|Gender=Masc # vikalpa NC Case=Nom|Number=1|Gender=Masc # dRS PPP Case=Loc|Number=1|Gender=Masc|VerbForm=PPP # Beda NC Case=Loc|Number=1|Gender=Masc # Beda NC Case=Acc|Number=1|Gender=Masc # avasA V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # eva CEM # sAmAnya NC Case=Nom|Number=1|Gender=Neut # evam CX # api CX # vikalpa NC Case=Gen|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:20	[161,22] na vastv eva viṣayaḥ | api tu grāhyākāraḥ | sa ca na vastu | vastu tu teṣāṃ parokṣam eveti	na CNG # vastu NC Case=Nom|Number=1|Gender=Neut # eva CEM # vizaya NC Case=Nom|Number=1|Gender=Masc # api CX # tu CCD # grah KDG Case=Cpd|VerbForm=Ger # AkAra NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Masc # ca CCD # na CNG # vastu NC Case=Nom|Number=1|Gender=Neut # tu CCD # tad PRD Case=Gen|Number=3|Gender=Masc # parokza JJ Case=Nom|Number=1|Gender=Neut # eva CEM # iti CQT #
/home/basti/code/dvarapandita/data/jna020_vyc:21	[161,23] kathaṃ tenāpi sambandha(1b6)grahaḥ | asmākaṃ tu bhūyodarśanasahāyena manasā tajjatīyānāṃ sambandho	kaTam CX # tad PRD Case=Ins|Number=1|Gender=Masc # api CX # mad PPR Case=Gen|Number=3|Gender= # tu CCD # BUyas JJ Case=Cpd # darSana NC Case=Cpd # sahAya NC Case=Ins|Number=1|Gender=Masc # manas NC Case=Ins|Number=1|Gender=Neut # tad PRD Case=Cpd # jitIya NC Case=Gen|Number=3|Gender=Masc # sambanDa NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:22	[161,24] gṛhīto bhavati | ato dhūmo nāgniṃ vyabhicarati | tadvyabhicāre dhūma upādhirahitaṃ	grah PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # atas CX # DUma NC Case=Nom|Number=1|Gender=Masc # na CNG # agni NC Case=Acc|Number=1|Gender=Masc # vyaBicar V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Cpd # vyaBicAra NC Case=Loc|Number=1|Gender=Masc # DUma NC Case=Nom|Number=1|Gender=Masc # upADi NC Case=Cpd # rahita JJ Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:23	[161,25] sambandham atikrāmed iti hetor vipakṣaśaṅkānivartakaṃ pramāṇaṃ upalabdhilakṣaṇaprāptopādhiviraha	sambanDa NC Case=Acc|Number=1|Gender=Masc # atikram V Tense=Pres|Mood=Opt|Person=3|Number=Sing # iti CQT # hetu NC Case=Gen|Number=1|Gender=Masc # vipakza NC Case=Cpd # SaFkA NC Case=Cpd # nivartaka JJ Case=Nom|Number=1|Gender=Neut # pramANa NC Case=Nom|Number=1|Gender=Neut # upalabDi NC Case=Cpd # lakzaNa NC Case=Cpd # prAp PPP Case=Cpd|VerbForm=PPP # upADi NC Case=Cpd # viraha NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:24	[161,26] hetur anupalambhākhyaṃ pratyakṣam eva | tataḥ siddhaḥ svābhāvikaḥ sambandhaḥ ||	hetu NC Case=Nom|Number=1|Gender=Masc # anupalamBa NC Case=Cpd # AKyA NC Case=Nom|Number=1|Gender=Neut # pratyakza NC Case=Nom|Number=1|Gender=Neut # eva CEM # tatas CX # siD PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # svABAvika JJ Case=Nom|Number=1|Gender=Masc # sambanDa NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:25	[162,1] Vācaspates tu prapañcaḥ | tathā (1b7) hi dhūmādīnāṃ vahnyādibhiḥ svābhāvikaḥ sambandho	vAcaspati NC Case=Gen|Number=1|Gender=Masc # tu CCD # prapaQca NC Case=Nom|Number=1|Gender=Masc # taTA CX # hi CX # DUma NC Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc # vahni NC Case=Cpd # Adi NC Case=Ins|Number=3|Gender=Masc # svABAvika JJ Case=Nom|Number=1|Gender=Masc # sambanDa NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:26	[162,2] na tu vahnyādīnāṃ dhūmādibhiḥ | te hi vināpi dhūmādibir upalabhyante | yada tv ārdrendhanādi-	na CNG # tu CCD # vahni NC Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc # DUma NC Case=Cpd # Adi NC Case=Ins|Number=3|Gender=Masc # tad PRD Case=Nom|Number=3|Gender=Masc # hi CX # vinA CX # api CX # DUma NC Case=Cpd # Adi NC Case=Cpd # BI NC Case=Nom|Number=1|Gender=Fem # upalaB V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Plur # yat CSB # tu CCD # Ardra JJ Case=Ins|Number=1|Gender=Neut # Adi NC Case=Cpd # Dana NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:27	[162,3] sambandham anubhavanti tadā dhūmādibhir sambadhyante | tasmād vahnyādīnām ārdrendhanādyupādhikṛtaṛ	sambanDa NC Case=Acc|Number=1|Gender=Masc # anuBU V Tense=Pres|Mood=Ind|Person=3|Number=Plur # tadA CAD # DUma NC Case=Cpd # Adi NC Case=Ins|Number=3|Gender=Masc # sambanD V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Plur # tasmAt CX # vahni NC Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc # Ardra JJ Case=Cpd # inDana NC Case=Abl|Number=1|Gender=Neut # upADi NC Case=Cpd # kR PPP Case=Cpd|VerbForm=PPP # Rc NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:28	[162,4] sambandho na tu svābhāvikaḥ | tato na niyataḥ | svābhāvikas tu dhūmādīnāṃ	sambanDa NC Case=Nom|Number=1|Gender=Masc # na CNG # tu CCD # svABAvika JJ Case=Nom|Number=1|Gender=Masc # tatas CX # na CNG # niyam PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # svABAvika JJ Case=Nom|Number=1|Gender=Masc # tu CCD # DUma NC Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:29	[162,5] vahnyādibhiḥ sambandhaḥ | tadupādher anupalabhyamānatvāt | kva (2a1)cid vyabhicārasyādarśanāt |	vahni NC Case=Cpd # Adi NC Case=Ins|Number=3|Gender=Masc # sambanDa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # upADi NC Case=Gen|Number=1|Gender=Masc # anupalaByamAna JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # kva CX # vyaBicAra NC Case=Gen|Number=1|Gender=Masc # adarSana NC Case=Abl|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:30	[162,6] anupalabhyamānasyāpi kalpanānupapatteḥ | na cādṛśyamāno 'pi darśanānarhatayā	anupalaByamAna JJ Case=Gen|Number=1|Gender=Masc # api CX # kalpanA NC Case=Cpd # anupapatti NC Case=Abl|Number=1|Gender=Fem # na CNG # ca CCD # adRSyamAna JJ Case=Nom|Number=1|Gender=Masc # api CX # darSana NC Case=Cpd # anarha JJ Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:31	[162,7] sādhakabādhakapramāṇābbhāvena sandihyamāna upādhiḥ sambandhasya svābhāvikatvaṃ pratibadhyāti	sADaka NC Case=Cpd # bADaka JJ Case=Cpd # pramANa NC Case=Cpd # apBAva NC Case=Ins|Number=1|Gender=Masc # as KDP Case=Nom|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # dih KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # upADi NC Case=Nom|Number=1|Gender=Masc # sambanDa NC Case=Gen|Number=1|Gender=Masc # svABAvika JJ Case=Cpd # tva NC Case=Acc|Number=1|Gender=Neut # pratibanD CGDA VerbForm=Abs # ati CADP #
/home/basti/code/dvarapandita/data/jna020_vyc:32	[162,8] iti yuktam |	iti CQT # yukta JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:33	[162,9] avaśyaṃ śaṅkayā bhāvyaṃ niyāmakam apaśyatām	avaSyam CX # SaFkA NC Case=Ins|Number=1|Gender=Fem # BAvay KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # niyAmaka JJ Case=Acc|Number=1|Gender=Masc # apaSyat JJ Case=Gen|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:34	[162,10] [162,11] iti ca dattāvakāśā laukikapramāṇamaryādātikrameṇa saṃśayapiśācī labdhaprasarā na	iti CQT # ca CCD # dA PPP Case=Cpd|VerbForm=PPP # avakASa NC Case=Nom|Number=1|Gender=Fem # lOkika JJ Case=Cpd # pramANa NC Case=Cpd # maryAdA NC Case=Cpd # atikrama NC Case=Ins|Number=1|Gender=Masc # saMSaya NC Case=Cpd # piSAcI NC Case=Nom|Number=1|Gender=Fem # laB PPP Case=Cpd|VerbForm=PPP # prasara NC Case=Nom|Number=1|Gender=Fem # na CNG #
/home/basti/code/dvarapandita/data/jna020_vyc:35	[162,12] kvacin nāstīti nāyaṃ kvacit pravarteta | sarvatraiva kasyacid anarthasya kathaṃcit | śaṅkāspadatvāt |	kvacid CX # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # na CNG # idam PRD Case=Nom|Number=1|Gender=Masc # kvacid CX # pravRt V Tense=Pres|Mood=Opt|Person=3|Number=Sing # sarvatra CX # eva CEM # kaScit PRI Case=Gen|Number=1|Gender=Masc # anarTa NC Case=Gen|Number=1|Gender=Masc # kaTaMcid CX # SaFkA NC Case=Cpd # Aspada NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:36	[162,13] anarthaśaṅkāyāś ca prekṣāvatāṃ nivṛttyaṅgatvāt | antataḥ snigdhānnapānopayoge 'pi maraṇa-	anarTa NC Case=Cpd # SaFkA NC Case=Gen|Number=1|Gender=Fem # ca CCD # prekzAvat JJ Case=Gen|Number=3|Gender=Masc # nivRtti NC Case=Cpd # aFga NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # antatas CX # snigDa JJ Case=Cpd # anna NC Case=Cpd # pAna NC Case=Cpd # upayoga NC Case=Loc|Number=1|Gender=Masc # api CX # maraNa NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:37	[162,14] darśanāt | tasmāt prāmāṇikalokayātrām anupālayatā yathādarśanam[] āśaṅkanīyam | na tv	darSana NC Case=Abl|Number=1|Gender=Neut # tad PRD Case=Abl|Number=1|Gender=Neut # prAmANika NC Case=Cpd # lokayAtrA NC Case=Acc|Number=1|Gender=Fem # anupAlay KDP Case=Ins|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # yaTAdarSanam CX # ASaFk KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # na CNG # tu CCD #
/home/basti/code/dvarapandita/data/jna020_vyc:38	[162,15] adṛṣṭapūrvam api | viśeṣasmṛtyapekṣa eva hi saṃśayo nāsmṛter bhavati | na ca smṛtir ananubhūtacare	adRzwa JJ Case=Cpd # pUrva PPX Case=Nom|Number=1|Gender=Neut # api CX # viSeza NC Case=Cpd # smRti NC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Masc # eva CEM # hi CX # saMSaya NC Case=Nom|Number=1|Gender=Masc # na CNG # asmRti NC Case=Gen|Number=1|Gender=Fem # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # ca CCD # smRti NC Case=Nom|Number=1|Gender=Fem # ananuBUta JJ Case=Cpd # cara JJ Case=Loc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:39	[162,16] bhavitum arhati | tad uktaṃ (2a3) mīmāṃsāvārttikakṛtā |	BU CGDI VerbForm=Inf # arh V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # mImAMsA NC Case=Cpd # vArttika NC Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna020_vyc:40	[162,17] nāśaṅkā niṣpramāṇiketi |	na CNG # ASaFkA NC Case=Nom|Number=1|Gender=Fem # nizpramANika NC Case=Cpd # iti CQT #
/home/basti/code/dvarapandita/data/jna020_vyc:41	[162,18] [162,19] tathā tenaiva bṛhaṭṭīkāyām |	taTA CX # tad PRD Case=Ins|Number=1|Gender=Masc # eva CEM # bRhawwIkA NC Case=Loc|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:42	[162,20] utprekṣeta hi yo mohād ajātam api bādhakam |	utprekz V Tense=Pres|Mood=Opt|Person=3|Number=Sing # hi CX # yad PRL Case=Nom|Number=1|Gender=Masc # moha NC Case=Abl|Number=1|Gender=Masc # ajAta JJ Case=Acc|Number=1|Gender=Masc # api CX # bADaka JJ Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:43	[162,21] sa sarvavyavahāreṣu saṃśayātmā kṣayaṃ vrajed	tad PRD Case=Nom|Number=1|Gender=Masc # sarva JQ Case=Cpd # vyavahAra NC Case=Loc|Number=3|Gender=Masc # saMSaya NC Case=Cpd # Atman NC Case=Nom|Number=1|Gender=Masc # kzaya NC Case=Acc|Number=1|Gender=Masc # vraj V Tense=Pres|Mood=Opt|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna020_vyc:44	[162,22] iti || tasmād upādhiṃ prayatnenānviṣyanto 'nupalabhamānā nāstīty avagamya svābhāvikatvāṃ	iti CQT # tasmAt CX # upADi NC Case=Acc|Number=1|Gender=Masc # prayatna NC Case=Ins|Number=1|Gender=Masc # anviz KDP Case=Nom|Number=3|Gender=Masc|Tense=Pres|VerbForm=Part # na CNG # upalaB KDP Case=Nom|Number=3|Gender=Masc|Tense=Pres|VerbForm=Part # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # avagam CGDA VerbForm=Abs # svABAvika JJ Case=Cpd # tva NC Case=Acc|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:45	[162,23] sambandhasya niścinumaḥ ||	sambanDa NC Case=Gen|Number=1|Gender=Masc # niScinuma JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:46	[162,24] syād etad anyasyānyena sahākāraṇena cet? svābhāvi(2a4)kaḥ sambandho bhavet | sarvaṃ	as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # etad PRD Case=Nom|Number=1|Gender=Neut # anya PPX Case=Gen|Number=1|Gender=Neut # anya PPX Case=Ins|Number=1|Gender=Neut # saha CX # akAraNa NC Case=Ins|Number=1|Gender=Neut # ced CX # sambanDa NC Case=Nom|Number=1|Gender=Masc # BU V Tense=Pres|Mood=Opt|Person=3|Number=Sing # sarva JQ Case=Nom|Number=1|Gender=Neut #
