/home/basti/code/dvarapandita/data/jna040_anu:0	[183-190] || anupalabdhirahasyam ||	anupalabDi NC Case=Nom|Number=1|Gender=Fem # ahasya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna040_anu:11	 [184] etenaikajñānasaṃsargī pratiyogī vyākhyātaḥ | kvacit punar anyathā 'pi |	etad PRD Case=Ins|Number=1|Gender=Neut # eka PPX Case=Cpd # jQAna NC Case=Cpd # saMsargin JJ Case=Nom|Number=1|Gender=Masc # pratiyogin JJ Case=Nom|Number=1|Gender=Masc # vyAKyA PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # kvacid CX # punar CAD # anyaTA CX # api CX #
/home/basti/code/dvarapandita/data/jna040_anu:12	athā pradīpaṃ kavalayatur neha (3a4) raso dṛśyānupalabdher iti sparśa eva pratiyogī | tayor hi sator naikarūpaniyatā pratipattiḥ pānakavat | dūrād rūpadarśane 'pi tarhi kathaṃ rasaniṣedho na bhavati | deśaviprakarṣiṇa upalambhayogyatāyā abhāvāt | prāpyakāritvād ghrāṇarasanasparśanānāṃ | uktaṃ ca | yasmin vedyamāne yad avaśyaṃ vedyata eveti | nāpi rasānubhave rūpaniṣedhaḥ | tadā 'pi tallakṣaṇāyogāt | evaṃ (3a5) śabdopalabdhyā 'pi na rūpaniṣedhaḥ | samandhakāre hi sato 'pi rūpasya jñānāvyabhicāriṇī na śabdavittiḥ | āloke tu na tāvad dṛśyamānasyaiva niṣedhaḥ | adṛṣṭasya tu yogyasya niṣedhe 'pi na doṣaḥ | tallakṣaṇātyāgāt |	aTa CAD # pradIpa NC Case=Acc|Number=1|Gender=Masc # kavalayatu NC Case=Nom|Number=1|Gender=Masc # na CNG # iha CAD # rasa NC Case=Nom|Number=1|Gender=Masc # dRS KDG Case=Cpd|VerbForm=Ger # anupalabDi NC Case=Abl|Number=1|Gender=Fem # iti CQT # sparSa NC Case=Nom|Number=1|Gender=Masc # eva CEM # pratiyogin JJ Case=Nom|Number=1|Gender=Masc # tad PRD Case=Gen|Number=2|Gender=Masc # hi CX # as KDP Case=Gen|Number=2|Gender=Masc|Tense=Pres|VerbForm=Part # na CNG # eka PPX Case=Cpd # rUpa NC Case=Cpd # niyam PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # pratipatti NC Case=Nom|Number=1|Gender=Fem # pAnaka NdUrAt CX # rUpa NC Case=Cpd # darSana NC Case=Loc|Number=1|Gender=Neut # api CX # tarhi CX # kaTam CX # rasa NC Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # na CNG # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # deSa NC Case=Cpd # vipra NC Case=Cpd # karin JJ Case=Gen|Number=1|Gender=Masc # upalamBa NC Case=Cpd # yogyatA NC Case=Gen|Number=1|Gender=Fem # aBAva NC Case=Abl|Number=1|Gender=Masc # prAp CGDA VerbForm=Abs # GrANa NC Case=Cpd # rasana NC Case=Cpd # sparSana NC Case=Gen|Number=3|Gender=Neut #vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # ca CCD # yad PRL Case=Loc|Number=1|Gender=Neut # vid KDP Case=Loc|Number=1|Gender=Neut|Tense=Pres|Voice=Pass|VerbForm=Part # yad PRL Case=Nom|Number=1|Gender=Neut # avaSyam CX # vid V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # eva CEM # iti CQT # na CNG # api CX # rasa NC Case=Cpd # anuBava NC Case=Loc|Number=1|Gender=Masc # rUpa NC Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # tadA CAD # api CX # tad PRD Case=Cpd # lakzaNa NC Case=Cpd # ayoga NC Case=Abl|Number=1|Gender=Masc # evam CX # Sabda NC Caseapi CX # na CNG # rUpa NC Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # samanDakAra NC Case=Loc|Number=1|Gender=Masc # hi CX # sat JJ Case=Gen|Number=1|Gender=Masc # api CX # rUpa NC Case=Gen|Number=1|Gender=Neut # jQAna NC Case=Cpd # avyaBicArin JJ Case=Nom|Number=1|Gender=Fem # na CNG # Sabda NC Case=Cpd # vidti NC Case=Nom|Number=1|Gender=Fem # Aloka NC Case=Loc|Number=1|Gender=Masc # tu CCD # na CNG # tAvat CX # dRS KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # eva CEM # nizeDa NC Case=Nom|Number=1|Gender=Masc #adRzwa JJ Case=Gen|Number=1|Gender=Masc # tu CCD # yogya JJ Case=Gen|Number=1|Gender=Masc # nizeDa NC Case=Loc|Number=1|Gender=Masc # api CX # na CNG # doza NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # lakzaNa NC Case=Cpd # atyAga NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:13	etena devakulādau paridṛśyamāne taddeśabheryāder evābhāvasiddhir nāvaśyaṃ śabdāntarasahapratītisāpekṣeti darśitaṃ | na tayoḥ sahapratītiniyama iti ceti | (3a6) bhūbhāgakumbhayor api naivaṃ | ubhayos tu sator ekarūpapratītiniyamavirahaḥ pratyakṣasya tatrāpi samānaḥ | ekajñānam anyagrahāvinābhūtam vā 'nyagrāhijñānāntarāvinābhūtam veti na viśeṣaḥ | evam ekendriyajam anyad vā |	etad PRD Case=Ins|Number=1|Gender=Neut # devakula NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # paridRS KDP Case=Loc|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # tad PRD Case=Cpd # deSa NC Case=Cpd # BerI NC Case=Cpd # Adi NC Case=Gen|Number=1|Gender=Masc # eva CEM # aBAva NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # na CNG # avaSyam CX # Sabda NC Case=Cpd # antara JJ Case=Cpd # saha JJ Case=Cpd # pratIti NC Case=Cpd # sApekza JJ Case=Nom|Number=1|Gender=Fem # iti CQT # darSay PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # tad PRD Case=Gen|Number=2|iti CQT # ca CCD # iti CQT # BU NC Case=Cpd # BAga NC Case=Cpd # kumBa NC Case=Gen|Number=2|Gender=Masc # api CX # na CNG # evam CX # uBaya JJ Case=Gen|Number=2|Gender=Masc # tu CCD # as KDP Case=Gen|Number=2|Gender=Masc|Tense=Pres|VerbForm=Part # eka PPX Case=Cpd # rUpa NC Case=Cpd # pratIti NC Case=Cpd # niyama NC Case=Cpd # viraha NC Case=Nom|Number=1|Gender=Masc # pratyakza JJ Case=Gen|Number=1|Gender=Masc # tatra CAD # api CX # samAna JJ Case=Nom|Number=1|Gender=Masc # eka PPX Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut #anya PPX Case=Cpd # graha NC Case=Cpd # avinABUta JJ Case=Nom|Number=1|Gender=Neut # vA CCD # nyagrAhin JJ Case=Cpd # jQAna NC Case=Cpd # antara JJ Case=Cpd # avinABUta JJ Case=Nom|Number=1|Gender=Neut # vA CCD # iti CQT # na CNG # viSeza NC Case=Nom|Number=1|Gender=Masc # evam CX # eka PPX Case=Cpd # indriya NC Case=Cpd # ja JJ Case=Nom|Number=1|Gender=Neut # anya PPX Case=Nom|Number=1|Gender=Neut # vA CCD #
/home/basti/code/dvarapandita/data/jna040_anu:14	santamase 'vavarake 'pi dīpābhāvas tadākāravirahiṇo jñānāntarād antato vikalpād api yadi parasamayasyānuvartanaṃ| vastutas tu vastusann evāndhakāra ekajñānasaṃsargī pradīpasya (3a7) sambhavatīti kim anyena |	sattamasa NC Case=Loc|Number=1|Gender=Masc # vavaraka NC Case=Loc|Number=1|Gender=Masc # api CX # dIpa NC Case=Cpd # aBAva NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # AkAra NC Case=Cpd # virahin JJ Case=Gen|Number=1|Gender=Masc # jQAna NC Case=Cpd # antara JJ Case=Abl|Number=1|Gender=Neut # antatas CX # vikalpa NC Case=Abl|Number=1|Gender=Masc # api CX # yadi CSB # para PPX Case=Cpd # samaya NC Case=Gen|Number=1|Gender=Masc # anuvartana NC Case=Nom|Number=1|Gender=Neut # vastutas CX # tu CCD #vastu NC Case=Cpd # as KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # eva CEM # anDakAra NC Case=Nom|Number=1|Gender=Masc # eka PPX Case=Cpd # jQAna NC Case=Cpd # saMsargin JJ Case=Nom|Number=1|Gender=Masc # pradIpa NC Case=Gen|Number=1|Gender=Masc # samBU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # kim CX # anya PPX Case=Ins|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:15	nanu svabhāvaviśeṣe 'pi pratyayāntarasannidhir upalabdhiyogyatā | sa ca bhinnendriyajñānanimittam bhavann api bhinnendriyajñānapratyayaniścaye 'nupayuktaḥ | tataś cānyasya pratyayāntarasannidhisaṃśaye niṣedhaḥ kriyamāṇo 'ntato vikalpād api niyatākārāt kathaṃ dṛśyasya kṛtaḥ syāt |	nanu CX # svaBAva NC Case=Cpd # viSeza NC Case=Loc|Number=1|Gender=Masc # api CX # pratyaya NC Case=Cpd # antara JJ Case=Cpd # saMniDi NC Case=Nom|Number=1|Gender=Masc # upalabDi NC Case=Cpd # yogya JJ Case=Cpd # tA NC Case=Nom|Number=1|Gender=Fem # tad PRD Case=Nom|Number=1|Gender=Masc # ca CCD # Bid PPP Case=Cpd|VerbForm=PPP # indriya NC Case=Cpd # jQAna NC Case=Cpd # nimitta NC Case=Nom|Number=1|Gender=Neut # BU KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # api CX # Bid PPP Case=Cpd|VerbForm=PPP # indriya NC Case=Cpd # jQAna NC Case=Cpd # pratyaya NC Case=Cpd # niScaya NC Case=Loc|Numberna CNG # upayuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # tatas CX # ca CCD # anya PPX Case=Gen|Number=1|Gender=Masc # pratyaya NC Case=Cpd # antara JJ Case=Cpd # saMniDi NC Case=Cpd # saMSaya NC Case=Loc|Number=1|Gender=Masc # nizeDa NC Case=Nom|Number=1|Gender=Masc # kR KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # antatas CX # vikalpa NC Case=Abl|Number=1|Gender=Masc # api CX # niyam PPP Case=Cpd|VerbForm=PPP # AkAra NC Case=Abl|Number=1|Gender=Masc # kaTam CX # dRS KDG Case=Gen|Number=1|Gender=Masc|VerbForm=Ger # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=as V Tense=Pres|Mood=Opt|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna040_anu:16	ucyate | na khalu pratyayāntarasannidhisiddhinibandhanaṃ samānendriyajñānam eva | kiṃ tu (3b1) pañcaskandhalakṣaṇasyātmabhāvasyāvasthāviśeṣasaṃvedanam api | yadā nendriyasvabhāvaviśeṣābhyām aparaḥ prakāśako 'pekṣyate | yathā śabdapradīpādau | tatra hi kiñcit śrutadṛṣṭapūrviṇas tadavasthendriyapraṇidhividuṣo yataḥ kutaścit tattadākāravirahiṇo jñānāt tadabhāvasiddhiḥ kena vāryate |	vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # na CNG # Kalu CX # pratyaya NC Case=Cpd # antara JJ Case=Cpd # saMniDi NC Case=Cpd # sidDi NC Case=Cpd # nibanDana NC Case=Nom|Number=1|Gender=Neut # samAna JJ Case=Cpd # indriya NC Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut # eva CEM # ka PRQ Case=Nom|Number=1|Gender=Neut # tu CCD # paQcan NUM Case=Cpd # skanDa NC Case=Cpd # lakzaNa NC Case=Gen|Number=1|Gender=Neut # Atman NC Case=Cpd # BAva NC Case=Gen|Number=1|Gender=Masc # avasTA NC Case=Cpd # viSeza NC Case=Cpd # saMvedana NC Case=Nom|Number=1|Gender=Neut #api CX # yadA CSB # na CNG # indriya NC Case=Cpd # svaBAva NC Case=Cpd # viSeza NC Case=Ins|Number=2|Gender=Masc # apara PPX Case=Nom|Number=1|Gender=Masc # prakASaka JJ Case=Nom|Number=1|Gender=Masc # apekz V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # yaTA CCM # Sabda NC Case=Cpd # pradIpa NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # tatra CAD # hi CX # kaScit PRI Case=Nom|Number=1|Gender=Neut # Sruta NC Case=Cpd # dRS PPP Case=Cpd|VerbForm=PPP # pUrvin JJ Case=Gen|Number=1|Gender=Masc # tad PRD Case=Cpd # avasTA NC Case=Cpd # indriya NC Case=Cpd # praNiDi NC Case=Cpd # vidvas JJ yatas CX # kutaScid CX # tad PRD Case=Cpd # tad PRD Case=Cpd # AkAra NC Case=Cpd # virahin JJ Case=Gen|Number=1|Gender=Masc # jQAna NC Case=Abl|Number=1|Gender=Neut # tad PRD Case=Cpd # aBAva NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # ka PRQ Case=Ins|Number=1|Gender=Neut # vAray V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna040_anu:17	kas tarhi jñānāntaraparigrahasyopayogaḥ | taddaśāsaṃvido jñānānutpādād eva tadabhāvasiddheḥ | katham vā bhinnaviṣayendriyajñānād (3b2) anyaniṣedha iti |	ka PRQ Case=Nom|Number=1|Gender=Masc # tarhi CX # jQAna NC Case=Cpd # antara JJ Case=Cpd # parigraha NC Case=Gen|Number=1|Gender=Masc # upayoga NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # daSA NC Case=Cpd # saMvid NC Case=Gen|Number=1|Gender=Fem # jQAna NC Case=Cpd # anutpAda NC Case=Abl|Number=1|Gender=Masc # eva CEM # tad PRD Case=Cpd # aBAva NC Case=Cpd # sidDi NC Case=Abl|Number=1|Gender=Fem # kaTam CX # vA CCD # Bid PPP Case=Cpd|VerbForm=PPP # vizaya NC Case=Cpd # indriya NC Case=Cpd # jQAna NC Case=Abl|Number=1|Gender=Neut #anya PPX Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna040_anu:18	uktam atra	vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # atra CAD #
/home/basti/code/dvarapandita/data/jna040_anu:19	 nābhāvasya kvacit sāmarthyam	na CNG # aBAva NC Case=Gen|Number=1|Gender=Masc # kvacid CX # sAmarTya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna040_anu:20	 ityādi | tato na jñānāntaram indriyasādguṇyaniścayāya samāśrīyate | kiṃ tu [185] pratiyogivirahavikalpajananāya | tatra yathā samānendriyasaṃsargijñānam anyābhāvaniścayasamarthaṃ | tathā 'nyad api | sati sattve 'vyabhicaritavyārthāntarajñānākāravirahīti na kaścid viśeṣaḥ |	ityAdi JJ Case=Nom|Number=1|Gender=Neut # tatas CX # na CNG # jQAna NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # indriya NC Case=Cpd # sAdguNya NC Case=Cpd # niScaya NC Case=Dat|Number=1|Gender=Masc # samASrI V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # kim CX # tu CCD # pratiyogin JJ Case=Cpd # viraha NC Case=Cpd # vikalpa NC Case=Cpd # janana NC Case=Dat|Number=1|Gender=Neut # tatra CAD # yaTA CCM # samAna JJ Case=Cpd # indriya NC Case=Cpd # saMsargin JJ Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut #anya PPX Case=Cpd # aBAva NC Case=Cpd # niScaya NC Case=Cpd # samarTa JJ Case=Nom|Number=1|Gender=Neut # taTA CX # anya PPX Case=Nom|Number=1|Gender=Neut # api CX # as KDP Case=Loc|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # sattva NC Case=Loc|Number=1|Gender=Neut # vyaBicar KDG Case=Cpd|VerbForm=Ger # arTa NC Case=Cpd # antara JJ Case=Cpd # jQAna NC Case=Cpd # AkAra NC Case=Cpd # virahin JJ Case=Nom|Number=1|Gender=Neut # iti CQT # na CNG # kaScit PRI Case=Nom|Number=1|Gender=Masc # viSeza NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:21	katham iti cet |	kaTam CX # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna040_anu:22	nātrecchānicchayoḥ sāmarthyaṃ | yasya tu (3b3) yadanvayavyatirekānukāras tayor hetuphalabhāvābhyupagamaḥ | yathā bhūtalaikākāraniyamāt tajjñānam anyaniṣedhavikalpenānukṛtānvayavyatirekaṃ tathā pradīpam ānane kṣipataḥ sparśākāramātraniyamād rasābhāvajñānena tajjñānaṃ | na hy anayor utpattau vyavadhānāvyavadhānavibhāgaḥ | tathā 'nupādhike payasi praṇihitaghrāṇasyāsparśanadarśanasyāpi (3b4) vikalpa eva gandhāntaram ananubhavato 'pi gandhābhāvajñānena tadākāraśūnyaḥ |	na CNG # atra CAD # icCA NC Case=Cpd # nicCaya JJ Case=Nom|Number=1|Gender=Masc # sAmarTya NC Case=Nom|Number=1|Gender=Neut # yad PRL Case=Gen|Number=1|Gender=Masc # tu CCD # yad PRL Case=Cpd # anvaya NC Case=Cpd # vyatireka NC Case=Cpd # anurasa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Gen|Number=2|Gender=Masc # hetu NC Case=Cpd # Pala NC Case=Cpd # BAva NC Case=Cpd # aByupagama NC Case=Nom|Number=1|Gender=Masc # yaTA CCM # BU NC Case=Cpd # tala NC Case=Cpd # eka PPX Case=Cpd # AkAra NC Case=Cpd # niyama NC Case=Abl|Number=1|Gender=Masc # tad PRD Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut #anya PPX Case=Cpd # nizeDa NC Case=Cpd # vikalpa NC Case=Ins|Number=1|Gender=Masc # anukR PPP Case=Cpd|VerbForm=PPP # anvaya NC Case=Cpd # vyatireka NC Case=Acc|Number=1|Gender=Masc # taTA CX # pradIpa NC Case=Acc|Number=1|Gender=Masc # Anana NC Case=Loc|Number=1|Gender=Neut # kzip KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # sparSa NC Case=Cpd # AkAra NC Case=Cpd # mAtra NC Case=Cpd # niyama NC Case=Abl|Number=1|Gender=Masc # rasa NC Case=Cpd # aBAva NC Case=Cpd # jQAna NC Case=Ins|Number=1|Gender=Neut # tad PRD Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut # na CNG #hi CX # idam PRD Case=Gen|Number=2|Gender=Masc # utpatti NC Case=Loc|Number=1|Gender=Fem # vyavaDAna NC Case=Cpd # a CNG # vyavaDAna NC Case=Cpd # viBAga NC Case=Nom|Number=1|Gender=Masc # taTA CX # nu CX # pApika JJ Case=Loc|Number=1|Gender=Neut # payas NC Case=Loc|Number=1|Gender=Neut # praNiDA PPP Case=Cpd|VerbForm=PPP # GrANa NC Case=Gen|Number=1|Gender=Masc # asparSana NC Case=Cpd # darSana NC Case=Gen|Number=1|Gender=Neut # api CX # vikalpa NC Case=Nom|Number=1|Gender=Masc # eva CEM # ganDa NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut #ananuBava NC Case=Abl|Number=1|Gender=Masc # api CX # ganDa NC Case=Cpd # aBAva NC Case=Cpd # jQAna NC Case=Ins|Number=1|Gender=Neut # tad PRD Case=Cpd # AkAra NC Case=Cpd # SUnya JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:23	laiṅgikaṃ tad iti cet |	lEFgika JJ Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna040_anu:24	na | vyavadhānābhāvād abhyāsadaśāvataḥ | yatpratipattāv eva hi yanniścayo na sa laiṅgikaḥ pratyakṣasiddho vā | yathā nīlaṃ na pītam iti | asti ca sannihite payasi ghrāṇapraṇidhānamātrākāravikalpavato nāsti gandha iti niścayaḥ | tatra (3b5) gandhajñānābhāvamātrasyāsādhanatve yadi niyatākāravikalpānubhavo na hetuḥ | pītābhāvajñānasyāpi mā bhūn nīlānubhavaḥ |	na CNG # vyavaDAna NC Case=Cpd # aBAva NC Case=Abl|Number=1|Gender=Masc # aByAsa NC Case=Cpd # daSAvat JJ Case=Abl|Number=1|Gender=Masc # yad PRL Case=Cpd # pratipatti NC Case=Loc|Number=1|Gender=Fem # eva CEM # hi CX # yad PRL Case=Cpd # niScaya NC Case=Nom|Number=1|Gender=Masc # na CNG # tad PRD Case=Nom|Number=1|Gender=Masc # lEFgika JJ Case=Nom|Number=1|Gender=Masc # pratyakza JJ Case=Cpd # siD PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # vA CCD # yaTA CCM # nIla JJ Case=Nom|Number=1|Gender=Neut # na CNG # pIta JJ Case=Nom|Number=1|Gender=Neut #iti CQT # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # ca CCD # saMniDA PPP Case=Loc|Number=1|Gender=Neut|VerbForm=PPP # payas NC Case=Loc|Number=1|Gender=Neut # GrANa NC Case=Cpd # praNiDAna NC Case=Cpd # mAtra NC Case=Cpd # AkAra NC Case=Cpd # vikalpavat JJ Case=Gen|Number=1|Gender=Masc # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # ganDa NC Case=Nom|Number=1|Gender=Masc # iti CQT # niScaya NC Case=Nom|Number=1|Gender=Masc # tatra CAD # ganDa NC Case=Cpd # jQAna NC Case=Cpd # aBAva NC Case=Cpd # mAtra NC Case=Gen|Number=1|Gender=Neut # asADana NC Case=Cpd # tva NC Case=Lyadi CSB # niyam PPP Case=Cpd|VerbForm=PPP # AkAra NC Case=Cpd # vikalpa NC Case=Cpd # anuBava NC Case=Nom|Number=1|Gender=Masc # na CNG # hetu NC Case=Nom|Number=1|Gender=Masc # pIta JJ Case=Cpd # aBAva NC Case=Cpd # jQAna NC Case=Gen|Number=1|Gender=Neut # api CX # mA CNG # BU V Tense=Aor|Mood=Inj|Person=3|Number=Sing # nIla JJ Case=Cpd # anuBava NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:25	atra vā pratyakṣapauruṣam āmanato duṣpariharaṃ paratrāpi | tad eva ca pratyakṣam ekasya niṣedhyāpekṣayānupalabdhir ucyate yathā tathoktaṃ |	atra CAD # vA CCD # pratyakza JJ Case=Cpd # pOruza NC Case=Nom|Number=1|Gender=Neut # Amana NC Case=Abl|Number=1|Gender=Neut # duzparihara JJ Case=Nom|Number=1|Gender=Neut # paratra CX # api CX # tad PRD Case=Nom|Number=1|Gender=Neut # eva CEM # ca CCD # pratyakza JJ Case=Nom|Number=1|Gender=Neut # eka PPX Case=Gen|Number=1|Gender=Masc # nizeDya JJ Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # anupalabDi NC Case=Nom|Number=1|Gender=Fem # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # yaTA CCM #taTA CX # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna040_anu:26	tac ca mūṭhaṃ pratipattāram adhikṛtya pūrvasamayānusāreṇa dharmiviśeṣe 'bhāvaṃ (3b6) niścāyayal liṅgaṃ | amūṭhasya punar abhāvavato 'nantarasaṃśayavinākṛtaḥ sthira evāsau niścaya iti pratyakṣapravartita ucyate |	tad PRD Case=Acc|Number=1|Gender=Neut # ca CCD # mUWa NC Case=Acc|Number=1|Gender=Masc # pratipadtR NC Case=Acc|Number=1|Gender=Masc # aDikR CGDA VerbForm=Abs # pUrva PPX Case=Cpd # samaya NC Case=Cpd # anusAra NC Case=Ins|Number=1|Gender=Masc # Darmin JJ Case=Cpd # viSeza NC Case=Loc|Number=1|Gender=Masc # BAva NC Case=Acc|Number=1|Gender=Masc # niSca CCD # i V Tense=Impf|Mood=Ind|Person=3|Number=Sing # liFga NC Case=Acc|Number=1|Gender=Neut # amUWa NC Case=Gen|Number=1|Gender=Masc # punar CAD # aBAvavat JJ Case=Gen|Number=1|Gender=Masc # saMSaya NC Case=Cpd # vinAkRta JJ Case=Nom|Number=1|GendersTira JJ Case=Nom|Number=1|Gender=Masc # eva CEM # adas PRD Case=Nom|Number=1|Gender=Masc # niScaya NC Case=Nom|Number=1|Gender=Masc # iti CQT # pratyakza NC Case=Cpd # pravartay PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna040_anu:27	nanu na pratyakṣakṛtaḥ kaścid abhāvavyavahāraḥ | nāpi pratyakṣam arthābhāvaniścayena phalavad uktaṃ | kiṃ tu jñānābhāvaniścayenaiva | taddvāreṇaiva tv arthābhāvaniścayam antarbhāvayatīti pratyakṣakṛtaḥ sa ucyate |	nanu CX # na CNG # pratyakza NC Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # kaScit PRI Case=Nom|Number=1|Gender=Masc # aBAva NC Case=Cpd # vyavahAra NC Case=Nom|Number=1|Gender=Masc # na CNG # api CX # pratyakza NC Case=Nom|Number=1|Gender=Neut # arTABAva NC Case=Cpd # niScaya NC Case=Ins|Number=1|Gender=Masc # Palavat JJ Case=Nom|Number=1|Gender=Neut # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # ka PRQ Case=Nom|Number=1|Gender=Neut # tu CCD # jQAna NC Case=Cpd # aBAva NC Case=Cpd # niScaya NC Case=Ins|Number=1|Gender=Masc # eva CEM #tad PRD Case=Cpd # dvAra NC Case=Ins|Number=1|Gender=Neut # eva CEM # tu CCD # arTABAva NC Case=Cpd # niScaya NC Case=Acc|Number=1|Gender=Masc # antar CAD # BAvay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # pratyakza NC Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # tad PRD Case=Nom|Number=1|Gender=Masc # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
